Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
107663785351084,Nimma Siddhu Patil-Tegnur   ನಿಮ್ಮ ಸಿದ್ದು ಪಾಟೀಲ್- ತೆಗ್ನೂರು,Nimma Siddhu Patil-Tegnur   ನಿಮ್ಮ ಸಿದ್ದು ಪಾಟೀಲ್- ತೆಗ್ನೂರು,23061,45
108366798238330,Haryana Affordable Housing Scheme,Arpit Mittal,23058,1
114035494998180,ramesh.hk,Haralahalli Kempegowda,23033,29
268437163351102,Saurabh Srivastava,Saurabh Srivastava,22934,101
256278471555187,Baat Janta Ki,Avinash Chauhan,22932,12
121286457901626,AIMA,All India Management Association,22924,6
108935364979003,Ragidi Laxma Reddy,Laxmareddy Ragidi,22851,37
492852320801212,Hansraj Ahir,Rajveer Arvind Choudhary,22837,40
102807256077988,G N Venugopal,G N Venugopal,22731,28
131008353232245,महाराष्ट्राचा विश्वास - एकनाथ,Shinde Sahab Fans,22660,4
140861612672485,Umesh Gautam,FACS ADVERTISING,22526,29
241940555912671,Chandigarh University,Chandigarh University,22503,6
155418314920954,Orchid HRD Trainings भाषणकला व राजकीय नेतृत्व कौशल्य प्रशिक्षण,Ganesh Subhashrao Lomte,22455,9
105815225595031,मोदी साथे राजस्थान,modisaatherajasthan.com,22423,49
115143964889450,Vijay Singh Fan Club,Bumble Bee,22362,11
466642616726169,Parul University,Parul University,22233,2
100561291852617,Ashok Mruthyunjaya - Bangalore VP AAP,Ashok Mruthyunjaya,22134,14
109213711234020,मी एकनाथ समर्थक,शिंदे साहेबांची शिवसेना,22058,3
103249462660090,TH Suresh Babu,Bharath Raj,22035,6
295639383836442,Agewell Foundation,Aanchal Gupta,21910,4
532582040125177,Polkhol Maharashtra - Kantikumar Jain,Kantikumar Harakchandji Jain,21901,5
110705114787995,Dr. Swapna Singh,Vijay S,21714,4
292954404384524,Gajendra Singh Patel,Gajendra Singh Patel,21643,32
106567631300522,The Shinde Sena,Future Ready Media,21636,2
1980147418956206,Ranjeetsingh Hinduraoji Naik Nimbalkar,Ranjeetsingh Hinduraoji Naik Nimbalkar,21592,7
100196004828444,North Eastern Council,Sourabh Arvind Dubey,21572,83
290805814352519,Aam Aadmi Party,Aam Aadmi Party,21506,1
1395097470761321,Vanga Madhusudhan Reddy,Gogireddy Sai Vaibhav Reddy,21471,79
283323022085290,Aap - ਦੇ ਕੱਟੜ ਫੈਨ,Aap De Fan,21467,3
108421918065044,KA 48 Jamkhandi,KIce Media,21446,32
987698971405130,Doddanagouda G Patil ದೊಡ್ಡನಗೌಡ ಜಿ ಪಾಟೀಲ,Doddanagouda G Patil ದೊಡ್ಡನಗೌಡ ಜಿ ಪಾಟೀಲ,21444,25
144288257791875,धीरेन्द्र प्रताप सिंह 'धीरू',Arvind Kumar Vishwakarma,21387,34
1757441471197224,Hardik Patel,Hardik Patel,21385,11
110132160741768,Polstrat,Polstrat Communication,21337,16
102299372829238,ಹೊಳೆದಂಡೆ ಹುಲಿ,Vinay Raveendra Wandakar,21326,49
102750822697993,M Srinivasa Reddy,M Srinivasa Reddy,21318,5
102622482649564,Zebonix Pvt Ltd,Zebonix Pvt Ltd,21281,8
153891144797146,Uttam Kumar Reddy,Ashutosh Mishra,21244,18
111397805268915,Dr Ramdev Choudhary,Ramdev Choudhary,21148,7
105509495777453,సాలు దొర సెలవు దొర,selavudora.com,21141,101
102386805186305,S R Navalihiremath,Praveen Mruthunjayya Torgalmath,21133,55
413642976134919,ಶ್ರೀ ಅಮರೇಗೌಡ ಬಯ್ಯಾಪುರ ಶಾಸಕರು ಕುಷ್ಟಗಿ ವಿಧಾನಸಭೆ,ಶ್ರೀ ಅಮರೇಗೌಡ ಬಯ್ಯಾಪುರ ಶಾಸಕರು ಕುಷ್ಟಗಿ ವಿಧಾನಸಭೆ,21024,18
639694792790462,Umesh Shetty,Sai Kiran,21006,139
523121567889527,Jitender Kumar Bhardwaj,Jitender Kumar Bhardwaj,21000,3
441249902634004,Baba Siddique,Baba Siddique,20991,20
1499341520200262,Mediversal,Mediversal Multi Super Specialty Hospital,20849,19
531680123657363,Shivakumar Natikar,Shivakumar Natikar,20800,29
108184561480441,ಸಂತೋಷ್ ಲಾಡ್ ಯುವ ಪಡೆ,Right Media Tech,20780,16
119012651168213,Punnet Singh Parihar,Prashant Kumar,20711,21
139429406230702,Kumaraswamy for CM,Kumaraswamy for CM,20681,2
204318116677554,National Herald,National Herald,20600,23
228053777220961,Daily Ajit,Daily Ajit,20585,172
211316456818,Suveg Rathi,Suveg Rathi,20575,12
1360805680600676,Sandeep Kshirsagar,Yogesh Padmakarrao Pawar,20555,29
276512419511205,Kathi Karthika,Policy Briefcase,20502,30
968191846531398,Shobhakarandlaje abhimanigalu,Shobhakarandlaje abhimanigalu,20480,2
467738320090777,Kamlesh Arya,Harish Sahrawat,20465,77
102597425311635,Surya Pratap Singh,Surya Pratap Singh,20366,66
1783001841927248,Nutan Odisha,Cloud & Loud Communications,20337,49
667560657014524,Mahendra Singh Solanki,Swanit Infotech,20197,2
104736419210593,PACE INDIA,PACE - PET PACKAGING ASSOCIATION FOR CLEAN ENVIRONMENT,20172,12
105596701293129,Ayodhya Development Authority,Sandeep Kumar Sharma,20031,2
109463145450928,Vajramooth,Ajinkya Dnyaneshwar Khadse,20018,2
174953884087142,Priyanka Penchi,Varun Shivpuriya,20011,2
102134979528455,Varuna Lingayathara Sabha,Sai Kiran,20000,1
103704155350118,Gates Foundation India,These ads ran without a disclaimer,19975,2
429413370793689,Prakash Khandre,Prakash Khandre,19936,13
250007248502240,Golu Shukla,Modi For PM Organization,19930,6
170722905051029,Hari Pratap Singh,Hari Pratap Singh,19645,6
469343139809648,Rajendra Rathore,Engitech Media,19583,15
103114938753668,Kirthika Shivkumar,Kirthika Shivkumar,19555,4
301552973568568,Shyam Sundar Upadhyay - Bittoo Bhaiya,Shyam Sundar Upadhyay - Bittoo Bhaiya,19510,7
100440829395295,H R Gavyappa Abhimani  Balaga,H R Gavyappa Abhimani  Balaga,19508,19
893137944102939,Maha Forest,Maha Forest,19502,4
115414138167754,Virender Singh Yadav -हबलू नंबरदार,Adarsh Pandey,19492,62
106240464785356,Anna Rambabu,Vutla Vinod,19442,17
112802994935654,Shashi Jain BJP,RFP Digital Productions,19385,10
114272033623338,Byrathi Suresh,Byrathi Suresh,19339,49
116476584663869,Sirikonda Madhusudanachary,Sirikonda Madhusudanachary,19229,5
224163281073368,BJP Arunachal Pradesh,BJP Arunachal Pradesh,19142,42
734995760038606,Yogesh H C,Yogesh H C,19078,29
750867108394533,B R Patil,Krologix Technologies Pvt. Ltd,19056,8
110963378497435,BizoTax Pvt Ltd,BizoTax Pvt Ltd,19048,2
985563114862975,ಮೋಹನ್ ದಾಸರಿ - Mohan Dasari,Mohan Dasari,18957,26
103719915895025,Shri hari finance,Vikas Kumar,18949,2
102715296085726,Neta Ji,Deepak Mehla,18921,16
111419338439620,Congress Mukt BTM,Congress Mukt BTM,18913,22
103337082375504,Dharamveer Singh Nirwal,Jagdish Chander,18906,155
100848978660224,ਫ਼ਖਰ ਏ ਕੌਮ - ਸੋਹੁੰ,Fakhar E Kaum,18887,7
316918261779061,Santosh Lad,RMT,18857,12
102617005585949,Ashok Jayaram,Vijay S,18841,2
108657261843360,K.Utility,K.Utility,18821,1
384000501947350,Devendra Yadav,Think First,18758,15
827495487267419,Amin Pathan,Amin Pathan,18738,32
101148842853176,Neha Sadhana Gupta,Prameya Computer Labs Private Limited,18707,9
109883681967997,Dr. Shrawan Barala,Dr. Shrawan Barala,18458,16
102543502516426,Vibhu Bansal,Vibhu Bansal,18446,16
102389705896147,Nammavar Kamal Haasan,Nammavar Kamal Haasan,18399,64
107567597838557,Dr CM Rajesh Gowda,Dr CM Rajesh Gowda,18390,26
670321879700525,Swarajya,Swarajya,18341,5
987698971405130,Doddanagouda G Patil ದೊಡ್ಡನಗೌಡ ಜಿ ಪಾಟೀಲ,ದೊಡ್ಡನಗೌಡ ಜಿ ಪಾಟೀಲ,18214,11
102081487967480,Sri Mandir,These ads ran without a disclaimer,18085,4
104050985586417,Dharmendra Bhardwaj,Harish Sahrawat,18070,41
1722187834676013,Jasvir Singh Garhi,Jasvir Singh Garhi,18045,3
111560924353656,Swetha Reddy,Rajendra Reddy Bhuvanagiri,18010,57
321228061382932,Pt. Shekhar Dixit,Websofy Software Private Limited,17944,87
351633781843801,Ashok Katariya,Vivek Sharma,17934,15
708156962592043,"Directorate of Culture and Archaeology, Chhattisgarh",Sangyaa PR,17820,38
1669600686398747,Jignesh Mevani,PrometheanTech,17816,2
531897070196882,Puttanna,Sai Kiran,17711,104
1598548487048992,Basavaraj Bommai,Adarsh Pandey,17696,91
138927162813391,Dailyhunt,Verse Innovation Pvt. Ltd.,17664,57
2294083647297498,Asianetnews Hindi,Asianetnews Hindi,17566,1
101581199393219,The Newz Radar,The Newz Radar,17542,4
1752574838300385,V Somanna,Sai Kiran,17522,75
100323604995836,Ramdas Patil Sumthankar,Swapnil Dilip Byale,17486,14
381079148624227,ਸੰਗਤ ਸੱਚਖੰਡ ਬੱਲਾਂ ਜਲੰਧਰ,Dera Ballan,17467,2
102410136024947,CMJAY UTPAL,Utpal Infra project LLP,17438,4
492533841092196,KP Vivekanand,KP Vivekanand,17394,9
495371534202289,Avanthi Srinivasa Rao,Sunraise Websolutions Pvt Ltd,17384,5
573235739466812,MLA Harpal Singh Cheema,Shine Digital,17343,3
110431218358189,Take Back Bengaluru,Take Back  Bengaluru,17259,23
145703105530196,Brahmachari Chaitanyanand Ji,Prashant Gupta,17242,33
102428579409533,Dr Prakash JP,Dr Prakash JP,17147,5
104663008973111,मैं मिथिला हूँ,Summit Polcom,17105,1
674653536330238,ಅಖಿಲ ಕರ್ನಾಟಕ ಬಿ ಸಿ ಪಾಟೀಲ್ ಅಭಿಮಾನಿ ಬಳಗ,ಅಖಿಲ ಕರ್ನಾಟಕ ಬಿ ಸಿ ಪಾಟೀಲ್ ಅಭಿಮಾನಿ ಬಳಗ,17086,34
101259901697213,Dr. Ravi Patil,Dr. Ravi Patil,17075,18
117220534589792,Hunsur abhivrudhige namma manjanna / ಹುಣಸೂರು ಅಭಿವೃದ್ಧಿಗೆ ನಮ್ಮ ಮಂಜಣ್ಣ,Hunsur abhivrudhige namma manjanna / ಹುಣಸೂರು ಅಭಿವೃದ್ಧಿಗೆ ನಮ್ಮ ಮಂಜಣ್ಣ,17072,17
627724954071761,डॉ इरा श्रीवास्तव,Eira Srivastava,17036,6
491580774286451,Suryakanth Nagamarapalli,Vilas Vijay Kulkarni,16952,53
418953654897992,Jitender Gothwal,Ritik Keer,16949,1
150862441991219,Amit Shivhare,Amit Shivhare,16949,29
698096280212576,Bhatti Vikramarka Mallu,Bhatti Vikramarka Mallu,16879,18
117735024559728,Anil Kumar R,Anil Kumar R,16853,44
113334911744562,Inayat Ali Fans - ಇನಾಯತ್ ಅಲಿ ಅಭಿಮಾನಿಗಳು,Krishna Singh Thakuri,16747,6
239274382791862,Ashok Lahoty,Ashok Lahoty,16723,4
1743290369317193,Amarpal Sharma,Sandeep Kumar Panchal,16709,29
105051572533311,Madho Singh Dawar,Kamal Patidar,16680,1
105611785859714,ಮೊಯಿನುದ್ದೀನ್ ಬಾವಾ ಬೆಂಬಲಿಗರು,Mahendra Singh Thakuri,16616,9
105206495896262,अशोक वर्मा,Ashok Kumar,16610,13
1726489410900800,Bihari Lal Arya,Kunjal Seth,16568,62
114595314946299,B Shivaramu Abhimani Balaga,Zero Birate,16453,5
1422722534642965,B Suresh Gowda,Click Digital Marketing Services,16449,15
358964791146343,TheMathCompany,TheMathCompany,16429,1
101854806119390,World Punjabi Digital,The Narrative Builders,16420,3
1482256838693087,Amal Mahadik Kolhapur,AShwamedh Media,16405,22
132806813793938,Paramjit Singh Sarna,Harjap Singh Dhingra,16402,146
1637421599844116,Ashish Mittal,Prashant Kumar,16381,20
1906315629698533,Ashok Kheny,Ashok Kheny,16373,20
110676908438028,The Punjab First,The Narrative Builders,16363,23
103618082722298,वर्तिका गुप्ता,Shivam Verma,16343,79
880746361963439,Rameshwar Dudi,Rameshwar Dudi,16333,2
106094052789457,Endtime Ministries,These ads ran without a disclaimer,16318,2
1706371292942156,"Ministry of Development of North Eastern Region, Government of India","Ministry of Development of North Eastern Region, Government of India",16301,117
109761007457435,SriGanesh - Cantonment,Sriganesh Narayanan,16281,20
2108726996065900,Bhawani Singh Rundal,Pawan Kumar Sharma,16273,59
105171702497151,Hunsur Facts / ಹುಣಸೂರಿನ ಸಂಗತಿಗಳು.,Hunsur Facts / ಹುಣಸೂರಿನ ಸಂಗತಿಗಳು.,16240,21
100178779728060,Lalji Shukla,Lal Ji Shukla,16225,7
111250540374218,Rajendra Dhirajpura,Khem Chand Yadav,16160,3
101089545966133,Sacchidananda S,Sacchidananda S,16102,35
108007607612793,Krishan Kumar Pathak,Anurag Mishra,16085,53
111785508429928,Aramane Shankar,Aramane Shankar,16085,41
112545031778070,Karnataka News 24x7,Sai Kiran,16083,20
342487329552753,Praveen Mishra - Bhanu,Naveen Kumar,16059,58
100351106200287,Four Point 2Tech,Shiva Kumar Yashwanth Kumar,16034,2
428157337550611,ICMM,These ads ran without a disclaimer,15992,1
100848838931597,Tikam singh Ranawat,Kamlesh Kumar,15989,16
115182834868995,Dhananjaya gowda soldiers,Rajashekhar,15956,10
350880081913337,Sahdev Salaria,Rajesh Jaswal,15879,5
120296584343203,Aiadmk It WING,M Mahalakshmi,15852,66
114612291613296,समर्थक गिरीशपति त्रिपाठी,Anuman Softech Private Limited,15845,28
298451310555,Volvo Car India,These ads ran without a disclaimer,15806,2
105732515817978,S P Swamy,L Vinaykumar Reddy,15768,10
102438579483971,Kusuma for RR Nagar,Basavachetan,15764,2
531897070196882,Puttanna,Basavachetan,15756,1
104459082465618,Pawan Kumar Joshi,Deepesh Shukla,15749,6
100330656046490,Team Pedda Reddy,Tamma Prudhvi Reddy,15748,16
105374389202274,"राष्ट्रवादी कॉंग्रेस पक्ष, मित्रपक्ष पुरस्कृत अण्णासाहेब मगर सहकार पॅनल",Navanath Sitaram Pawar,15748,13
240046059729273,Puttanna for Rajaji Nagar,Basavachetan,15738,1
109468608642288,प॰ जगदीश सुपानियाँ,Mahendra Sharma,15710,9
100881489585554,Gururaj Gantihole / ಗುರುರಾಜ್ ಗಂಟಿಹೊಳೆ,FILMY SCOOP,15698,19
102957335872696,Ramanand Singh,Rama Nand Singh,15678,13
2131431707147401,AgriCentral,JIVA AGSERVICES PRIVATE LIMITED,15674,2
363810233822217,Vikramjit Sahney,Gurdeep Singh,15665,10
732690090169334,Girdhari Lal Khichar,Girdhari Lal Khichar,15655,15
110194685265228,Praveen Jha,Praveen Jha,15596,28
435124759989017,Yogendra Singh Mandloi,Yajuvendra Singh Mandloi,15583,23
104542962604530,ಭರವಸೆಯ ನಾಯಕಿ ಕುಸುಮ,Basavachetan,15580,2
102268026167995,We Support Kusuma,Basavachetan,15547,2
648392601873373,Ashok Chandna,Mukesh Kumar Yadav,15528,5
100593012792684,Keerthan Kumar,Keerthan Kumar,15427,18
316991888349139,One School At A Time (OSAAT),OSAAT EDUCATIONAL CHARITABLE TRUST,15423,29
105027602572097,Neha Ashish Tiwari BJP Bhogaon,Saurabh Yadav,15418,6
114563814949718,Prashant Singhal BJP,Vishal Varshney,15409,4
209326756435298,K C Palanisamy,K C Palanisamy,15400,6
111391728442438,AP 175 Analysis - PINN,Digital Wala Company,15384,2
100110012911465,Prasadraj Kanchan,Prasadraj Kanchan,15338,14
110132941851275,Anjinappa puttu for SDL,Sagar,15335,13
112813480291968,Mahesh singh kinng,Akash Singh,15299,26
106214402456444,Rashmi Jaiswal - रश्मि जायसवाल सीतापुर,Nikhil Singla,15239,38
100475508592062,Sitaram Poswal,Bhagatsingh,15237,4
1770518973014321,Kuldeep Vats,Click2Public Technologies OPC Pvt. Ltd.,15229,53
1345108368906054,Mla Ashok Uike,Mla Ashok Uike,15189,14
120407291913297,Padmanabha Reddy,Padmanabha Reddy,15175,28
103781692699760,Neha Awasthi Official,Stucare Technologies pvt ltd,15142,6
101051246108452,Coimbatorein Udhay Anna - கோயம்புத்தூரின் உதய் அண்ணா,Coimbatorein Udhay Anna - கோயம்புத்தூரின் உதய் அண்ணா,15126,62
854749571366180,Silpa Ravi Reddy,Ravi Chandra Kishore Reddy Singareddy,15125,15
555009411337356,Sanjeev Goel Sikka,Sandeep Kumar Sharma,15069,5
585677875220576,Rashtriya Loktantrik Party,Rashtriya Loktantrik Party,15013,4
1029214760481795,Asianet Newsable,Asianet Newsable,15004,3
482864031903712,News18 Uttar Pradesh,These ads ran without a disclaimer,15000,1
162115051234970,Dharmendra Singh Lodhi mla,Dharmendra Singh Lodhi,14987,1
112935705076202,Pradeep Dikhit,Varun Shivpuriya,14978,5
1246158135498613,प्रमोद कुमार उर्फ़ पप्पू भैया,Vikram Raj,14827,8
501042280227351,Shantagouda Patil,kice media,14800,18
552159824873262,Kethireddy M.L.A,Venkata Krishna Reddy Kethireddy,14793,3
117081938029416,KRPP Fans,Teksoft,14710,6
321849925071414,Dr. Parthasarathi,P V Parthasarathi,14708,3
248431212597208,MP बोले फिर भाजपा,mp2023.com,14656,43
315543515306,Jing Daily,These ads ran without a disclaimer,14648,1
174953884087142,Priyanka Penchi,Priyanka Penchi,14571,5
152793035357394,AC Srinivasa Pulikeshi Nagar,AC Srinivasa Pulikeshi Nagar,14541,5
107501421446303,Ramalingappa,Ramalingappa Ramalingappa,14536,7
116229774775403,Sajjana Swaroopa / ಸಜ್ಜನ ಸ್ವರೂಪ,Swathi D Nayak,14514,10
100408622352310,Mohit Yadav,Mohit Yadav,14507,5
681765828678544,Sharada Puryanaik,Sharada Puryanaik,14456,21
109891457147316,Mahesh Kumathalli Fans,Mahesh Kumathalli Fans,14450,31
111067713881047,Laljit Singh Bhullar,Laljit Singh Bhullar,14420,3
647244058952240,Jaypal Singh Chawda,Jaypal Singh Chawda,14393,76
104961325846139,Arjun Halagigoudar,Arjun Halagigoudar,14391,18
1177404799026719,Vaibhav Agrawal,Vaibhav Agrawal,14331,11
779924902121386,Vinod Sonkar,Yash Bagh,14321,25
117221101343678,Kharge Fan Club,INC,14315,11
104415139290895,मी मराठी - Me Marathi,Me Marathi,14304,4
1770778019903694,Sandip Desai,Desai Sandipkumar Jayantilal,14276,26
101031682657397,Koppula Mahesh Reddy,K Mahesh Reddy,14253,1
110218775247217,Dr Gadala Srinivasa Rao,Srinivasa Rao Gadala,14242,1
1955301821451552,Abhishek Dutta,Abhishek Dutta,14241,9
350412499043875,Dr. Prabhu Badoliya,Prabhubadoliya,14231,8
105206415541364,Hasdeo Ka Sach,Hasdeo Ka Sach,14178,82
105037262559247,E-SurveyIndia,Krologix Technologies Pvt. Ltd,14162,2
634229723611650,Yuva Galam,Showtime Consulting,14156,3
102343199208180,Kutumb Retreat: De-Addiction Rehabilitation Centre,Sneha Gupta,14152,1
1374801462803542,Unmesh Patil - उन्मेश पाटील,Unmesh Patil - उन्मेश पाटील,14145,10
106165972424607,2018 Mei half 23 Mei saaf,2018 Mei half 23 Mei saaf,14129,93
889810991147251,Nyamar Karbak,Nyamar Karbak,14122,7
104587555602306,Indian National Congress Shimla-Urban,Megha Sharma,14096,31
1943365575690499,Ashwani Tomar,Ashwani Tomar,14090,10
558553517577172,Appugouda Patil Revoor - Dattatreya Patil,Appugouda Patil Revoor - Dattatreya Patil,14090,7
1879745165376429,D Sudhakar,D Sudhakar,14080,9
122181687920651,Mahendra Chaudhary parshad,Mahendra Chaudhari,13983,10
103190304931739,Puneet Gupta,Rahul Singh,13952,70
107403625007390,Manoj Kumar Pal - SP,Tinku Pal,13945,15
105340111975765,Shrimant Patil,Shrimant Patil,13866,65
558553517577172,Appugouda Patil Revoor - Dattatreya Patil,Mohammad Umar Farooq,13751,13
115464834859715,Balram Yadav,ONE INDIA SOLUTION,13734,21
277990149012894,Naveen Jaihind,Navin,13731,4
108632122179387,Handson,These ads ran without a disclaimer,13712,2
104800722555780,यशस्वी मुखिया,These ads ran without a disclaimer,13674,2
110834131975270,Namburu sankar rao,Dasari Yugandhar Nag,13669,3
