Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
103426091334574,dramarcelamorais,These ads ran without a disclaimer,132,1
261851382368559,Roberta da Marcação,Roberta Da Silva Bortolini,132,5
105824999148858,Camila Melo,Dioclecio Neto,132,7
120716141934824,Zezão Mendes,Bruno Mendes,132,6
484137231655181,Herculano Passos,Herculano Passos,131,2
691444927726812,Mayara Pinheiro Moreira Reis,Ingrid Formoso,131,2
105827731937116,Educadora Gisele Santos,These ads ran without a disclaimer,131,6
103802363017083,PEPSICO BRASIL,These ads ran without a disclaimer,131,1
104068978702599,Professora Vera,These ads ran without a disclaimer,130,2
136775633154402,Plan International Brasil,These ads ran without a disclaimer,130,2
361610864194565,Wellington Callegari,Wellington Callegari,130,1
177936439539337,COACH QUE Aprova,These ads ran without a disclaimer,130,1
309818748984,Prefeitura de Manaus,These ads ran without a disclaimer,130,1
111160437457199,viniciuslessa.l,Helinando Carvalho,130,4
321872067869691,Douglas Melo,Douglas Melo,130,1
1861962040485934,Paulo da Sucata,Eleições 2022 Paulo Roberto Dias Pereira Deputado Estadual,130,5
115353566935368,Vereador Edinho Rodrigues,Nilceli Ferreira Rodrigues,130,6
100559654904407,Júnior Filippo,Antonio Gilberto Filippo Fernandes Junior,130,2
203049443123232,Grupo BITTENCOURT,These ads ran without a disclaimer,130,1
1665300123703523,CBN Vale,CBN Vale,130,8
1586801344899805,Centro Cultural Fundação CSN,These ads ran without a disclaimer,130,3
113715318320435,Direito da Saúde Descomplicado,Bruno Pereira De Fontes,130,16
124656281509760,Marketing Digital StudioX2,Max Serra,130,4
351849958247130,Prefeitura Municipal de Santa Maria do Suaçui,PREFEITURA MUNICIPAL DE SANTA MARIA DO SUACUI,129,6
106210511762759,alanjanuarioadvogados,These ads ran without a disclaimer,129,1
200625467004531,Luigi Rotunno,Luigi Rotunno,129,1
462432527264550,Sindicato dos Médicos do Piauí - Simepi,These ads ran without a disclaimer,129,1
102536456164080,SUPLETIVO C.E.FREDERICO AZEVEDO,These ads ran without a disclaimer,129,2
110931808089156,Bárbara do Firmino,These ads ran without a disclaimer,129,3
162297750451425,Criança e Consumo,These ads ran without a disclaimer,129,3
111396235207460,Elzinha Mendonça,Elzinha Mendonça,129,6
532063473928449,Milla Borges,These ads ran without a disclaimer,128,1
108682395382235,Denis Moura Dos Santos,Denis Moura Dos Santos,128,3
110178695367683,Mx Sucesso,Maxsuel Augusto Luiz,128,2
103099555953461,Aline.digital.emprestimos,These ads ran without a disclaimer,127,1
102449548259351,Moisés Trisch Vereador.,Cleber Fernandes,127,4
100394598489206,Lucas Foroni,These ads ran without a disclaimer,127,1
106084098344364,Raimundo Rego  - Defensor do Meio Ambiente,Expedito Raimundo Do Rego,127,3
955642811167436,Thiago Mariscal,Thiago Mariscal Dos Santos,127,9
100429111698632,Vou de Túnel,In Press Oficina,127,6
102159489243254,DR. ANDRÉ LUIZ,These ads ran without a disclaimer,126,1
103774132150216,Renê Freitas,These ads ran without a disclaimer,126,4
355911231202401,Luiz Antonio Medeiros,Luiz Antonio Medeiros,126,3
111072768573924,Consciência Brasil São Paulo,Felipe Gabriel Coelho Gomes,126,1
212265828905225,Carlos Gomes,Carlos Gomes,126,7
465338437629545,Auten Energy,These ads ran without a disclaimer,126,2
100834179448880,Podbee,Podbee,126,21
113697837057743,Abelardinho,Abelardinho,126,10
266812276714551,Prefeitura De Pouso Alegre,These ads ran without a disclaimer,125,4
289311498094325,KAKÁ,ÁLVARO COSTA VIEIRA,125,6
107525507601155,Instituto Bancorbrás,These ads ran without a disclaimer,125,1
511223882294886,João César Mattogrosso,João Cesar Matto Grosso Pereira,125,2
100474221848197,Matson Luis Cé,Mtason Luis Cé,125,1
117887268905407,Jorge Luis Dias,Edivaldo Rossetto,125,2
110314097467509,Rostand Negromonte,Rostand Negromonte Filho,124,7
100979296089749,Eudes.Assis,Eudes.Assis,124,2
104254509233738,Alexandre Gomes - Curcumy,These ads ran without a disclaimer,124,10
101844848317868,Engenheiro Barros,Engenheiro Barros,124,2
196676400385260,Trio Gato com Fome,These ads ran without a disclaimer,124,4
113750808252562,Melissa Carvalho,These ads ran without a disclaimer,124,2
2012142269028425,Vinícius Mariño - Investidor Sempre em Alta,These ads ran without a disclaimer,124,12
376172415910454,Clarice Ganem - Indaiatuba,Clarice Ganem,124,1
102003182459197,Relatos de Professores,Relatos de Professores,124,6
108055517438424,Joãozinho Maceió,Joãozinho Vereador,124,1
108902964275104,Charles Brasileiro,Charles Eduardo Faria Brasileiro,124,2
110436265306704,prhiscillamottaaa,These ads ran without a disclaimer,124,1
104300787847653,Alan Senciatti de Proença,These ads ran without a disclaimer,123,1
115594208173460,Compol Produções,These ads ran without a disclaimer,123,20
112806380421491,Vereadora Alexandra Moreira,Vereadora Alexandra Moreira,123,5
312859692389669,Nena Amorim,Osnilda Amorim,123,6
1743243832619249,NOVO São Paulo,These ads ran without a disclaimer,123,2
114672984909456,Ana Lúcia Campelo,These ads ran without a disclaimer,123,1
794855573929977,"Canal do Seguro - Corretora de Seguros, Financiamentos e Consórcios","Canal do Seguro - Corretora de Seguros, Financiamentos e Consórcios",123,1
1703709143101410,Bernardo Guedes,Bernardo Guedes,122,10
451385658232454,VillageMall,These ads ran without a disclaimer,122,2
110949228224680,Vereadora Simone Bellini,Flavia Marcello,122,4
1720401961524761,MinKa Camisetas,These ads ran without a disclaimer,122,5
115963161441480,Destaque do Interior,Destaque do Interior,122,1
106791111795875,Nadson Pedreira,These ads ran without a disclaimer,122,1
821051554738927,Energir,These ads ran without a disclaimer,122,4
100946729427342,Trilha Gestão,These ads ran without a disclaimer,121,1
107005418379763,David Campregues,David Campregues De Lima,121,2
108891514083852,Buiu do Povo,Nazareno Da Silva,121,5
330480980492772,Arnaldo Maranhão,Arnaldo Maranhão,121,6
109089725514056,Sustentabilidade Capixaba,Sustentabilidade Capixaba,121,10
178056955572553,Baterias Moura,These ads ran without a disclaimer,121,2
104358312227395,Di Gesu & Loureiro,These ads ran without a disclaimer,121,2
101714635665855,Quarto Poder Paraná,Quarto Poder PR,121,57
359871157981726,Decorando a Lei Seca,Decorando a Lei Seca,121,6
111579804794279,Oca Di Napoli,These ads ran without a disclaimer,121,1
107194792036003,Secretaria de Estado da Região Tocantina - MA,Secretaria de Estado da Região Tocantina - MA,120,1
115895168122503,Realize.credempréstimosrg,These ads ran without a disclaimer,120,4
101706162899442,Jurídico e Saúde,These ads ran without a disclaimer,120,1
103092692746090,Aconteceu Agora,These ads ran without a disclaimer,120,1
562543137151071,Alba Energia,These ads ran without a disclaimer,120,1
110963791175780,decohousenh,These ads ran without a disclaimer,120,1
118636581130733,professorramayana,These ads ran without a disclaimer,120,1
106131380946824,Adriano madeiro,Adriano madeiro,120,4
105945855354853,bachirabbas,These ads ran without a disclaimer,120,1
110027934194958,Vereador Carlim Despachante,Carlos Alberto De Assis,120,1
109994182033059,alertario_,These ads ran without a disclaimer,120,2
1367804363245701,Canal Um Brasil,These ads ran without a disclaimer,120,1
1438074109798334,Deputado Dr Paulo,Paulo Valdir Ferreira,120,4
270568869766407,Lidio Lopes,Lidio Nogueira Lopes,120,5
109517022713579,Thiago Rodrigues - Repórter do povo,Thiago Rodrigues Da Costa,120,4
100663335130663,Rafaela Martinão,Edivaldo Rossetto,120,8
112759093476886,Portal Manaós,Fabricio Alexandre Aguiar,120,4
441818799233431,Adufla,ADUFLA – Associação de Docentes da Universidade Federal de Lavras,120,1
105011392353770,João Pedro,These ads ran without a disclaimer,120,1
101028102788017,alessandrojamal,These ads ran without a disclaimer,119,2
103423932270026,Vereador Zé Antônio,These ads ran without a disclaimer,119,1
226093730774900,Popular Online,Popular Online,119,4
111933948447793,madeinbrasil.podcast,These ads ran without a disclaimer,119,1
334181326726765,Rodrigo Foureaux,These ads ran without a disclaimer,119,1
103537318012540,Taveira Advogados,These ads ran without a disclaimer,119,2
526405324195191,Programa Criança e Natureza,Instituto Alana,118,46
198659803550570,Marco Brasil,Marco Brasil,118,3
2234426266670626,Caixa de Ferramentas,Caixa de Ferramentas,118,2
1376719702555552,Oziel Luiz Batatinha,Oziel Luiz Batatinha,118,5
311499485615686,Chapa 2 - Oposição Unificada: Chegou a hora de mudar,These ads ran without a disclaimer,118,3
113170101604942,Think About PNG,These ads ran without a disclaimer,118,1
111579663830408,Jairo Cardoso,Jairo Cardoso De Souza,117,4
113500833856900,SL solução financeira,These ads ran without a disclaimer,117,1
273999099631049,Fábio Braga,Fábio Braga,117,6
195868250483100,Sindicato dos Bancários de Santos e Região,Sindicato dos Bancários de Santos e Região,117,3
471742212873697,Beto Albuquerque,These ads ran without a disclaimer,117,2
2116170495287679,Marcelo Cabeleireiro,Marcelo Cabeleireiro,117,3
102524218600198,Anaísa Banhara dos Santos,These ads ran without a disclaimer,116,1
1449987988632002,Seminário de Gestores Públicos - Prefeitos Ceará 2023,These ads ran without a disclaimer,116,3
547530398646435,Vander Loubet,Vander Luiz dos Santos Loubet,116,4
251565088803687,DRD Advogados,DRD Advogado,116,16
101991816039678,valdemir_santanapt,These ads ran without a disclaimer,116,2
403403816504156,Cefisa Fisio,These ads ran without a disclaimer,115,1
103012685789972,Thiago Lima.,These ads ran without a disclaimer,115,1
1771357659780729,Conselho Regional de Medicina do RS - Cremers,These ads ran without a disclaimer,115,1
108969658785485,ACIM Marabá,ACIM Marabá,115,1
351865178162977,Coliseum Produções Artísticas,Vinicius Rodrigues Dos Santos,115,2
624323014247388,HENTZ ADVOCACIA,These ads ran without a disclaimer,115,2
110504520771884,Fabio Chirinhan,Fabio Chirinhan,115,2
481885258528763,Atvos,These ads ran without a disclaimer,115,2
218600658340121,"Nós, mulheres da periferia","Nós, mulheres da periferia",115,4
1154331981279313,Isabella Trevisani,Isabella Sanches De Sousa Trevisani,115,9
246715628685902,Escola de Ativismo,These ads ran without a disclaimer,115,2
1644802262509287,Comunidade Empodera,These ads ran without a disclaimer,114,4
102319952231992,Festa da Luz de Belo Horizonte,These ads ran without a disclaimer,114,4
106615135545871,janainaguimaraes.22,These ads ran without a disclaimer,114,5
1915766478654102,Cícero da Saúde,Cícero da Saúde,114,4
1794443944124603,Rubinho Pinheiro,Rubens Lobato Pinheiro Neto,114,3
177649482383141,Luiz Paulo Amorim,Luiz Paulo Amorim,114,4
112437821454121,maxatualidades,These ads ran without a disclaimer,113,2
106850082132036,Programa Bariatrica Natural,These ads ran without a disclaimer,113,73
109901035020138,Prefeitura de Limeira do Oeste,Prefeitura de Limeira do Oeste,113,3
100547155280814,Vereador Cleyton Silva,Cleyton Rodrigo Da Silva,113,10
378553282665446,Thialu Guiotti,Thialu Raphael Guiotti Lustosa,113,4
1575707822643394,Bullying - Uma vida importa ?,These ads ran without a disclaimer,113,1
549608648565581,Alê Silva,ALESSANDRA DA SILVA,113,2
467229756748328,"Walter Pinheiro do Soul -  Presidente da República 2026 - Vereador 2024,",Walter Pinheiro Da Silva,113,2
104650714935040,Lucas Pires,Lucas Moraes,113,7
378338018871752,Gustavo Tutuca,Gustavo Tutuca,113,1
1714784645480357,Jamil Calife,Jamil Calife,113,2
253097488437835,Emanuel Ferreira Lima,Emanuel Gouveia Ferreira Lima,113,3
452777024907226,Gisele Felício Advogada,These ads ran without a disclaimer,113,3
1300197583456365,Fazenda Futuro,These ads ran without a disclaimer,113,1
102983502563092,Safe&Araujo Advogados,These ads ran without a disclaimer,112,1
1019803431428581,Vereador Vinícius Faria,Marcos Vinicius Rangel De Faria,112,6
949258335415205,Tainah Sales,These ads ran without a disclaimer,112,2
171011109641961,Ana Perugini,Ana Lucia Lippaus Perugini,112,2
249970688398392,UTFPR - Universidade Tecnológica Federal do Paraná,These ads ran without a disclaimer,111,1
100275083494691,Cobra Repórter,Devanil Reginaldo da Silva,111,2
1492753154280733,Tribuna do Povo,These ads ran without a disclaimer,111,3
1890800174483682,Prefeitura de Pedro Leopoldo.,These ads ran without a disclaimer,111,1
1925498644330691,Prof Bruno Bezerra,These ads ran without a disclaimer,111,3
110597530565172,Silva Santos,Jovenal Silva Santos,111,9
106109171221512,Luiz Araujo,Luiz Araujo,111,4
103370505798848,Político Online,Abel Ribeiro,111,2
177772222256640,Blockbit,These ads ran without a disclaimer,111,2
380605382006073,Federação Espírita de Mato Grosso do Sul,Federação Espírita de Mato Grosso do Sul,111,1
103450961449840,Professora Suzete,Suzete Chaffin,111,2
425063751625916,A voz de Pimenta,A voz de Pimenta,111,5
110162958711094,Empire Projects,These ads ran without a disclaimer,111,2
108169304384923,Nenê da Martins Veículos,Nenê da Martins Veículos,111,2
303133173787939,Solarpv,These ads ran without a disclaimer,110,3
1506519589661004,Edson Santos,Edson Dos Santos,110,3
1692211967683262,GSK,These ads ran without a disclaimer,110,2
105935022486768,mobilidadeurbana2023,These ads ran without a disclaimer,110,2
866914893361236,Vereador Victor Palhares,Victor Silva Almeida Palhares,110,13
474659352681433,Scaff,JOSE ANTONIO SCAFF FILHO,110,3
2020387381351433,Marcelo Fernandes,These ads ran without a disclaimer,110,2
360406340648118,Cláudio Andrade,Claudio Nogueira Andrade Filho,110,10
102363272346398,Helena da Asatur,Maria Helena,110,3
100699962952546,ericfaria7,These ads ran without a disclaimer,110,5
1705779332995159,Elisia Rangel,Elisia Rangel,109,3
279348475828986,Moraes Matos Advocacia Empresarial,These ads ran without a disclaimer,109,2
376979966487939,Myrocatur Viagens e Turismo,These ads ran without a disclaimer,109,2
110412915332516,Gehra,These ads ran without a disclaimer,109,1
100708331381368,Lauro Junior,Lauro Junior,109,1
1583713875215849,ADUFRGS-Sindical,These ads ran without a disclaimer,109,3
105829931753105,Atiaia Renováveis,These ads ran without a disclaimer,109,1
257892251023945,"Paizinho, Vírgula",These ads ran without a disclaimer,109,1
197698930267127,Alana,These ads ran without a disclaimer,109,2
807093402827701,Patrícia Mota,These ads ran without a disclaimer,108,5
603406633022686,Silvânio Aguiar,Silvanio Aguiar Silva,108,2
110967581712259,anaagibert_adv,These ads ran without a disclaimer,108,1
108562277260533,lilianerochaoficial,These ads ran without a disclaimer,108,2
1083285915029167,Muda Guarujá,These ads ran without a disclaimer,108,1
864190187022955,Vereador Demétrio,Francisco Demetrio Tafras,108,3
112854701416247,ACN Contábil,ACN Contábil,107,3
369252656572289,Cidadão Natureza - Oswaldo Vivas,Cidadão Natureza - Oswaldo Vivas,107,1
105168354249728,allexcastrovasc,allexcastrovasc,107,2
121343677553744,abraomarconi,These ads ran without a disclaimer,107,1
247604242549448,Psicopedagogia,These ads ran without a disclaimer,107,1
504490326587190,Laura Amorim,These ads ran without a disclaimer,107,3
105804594322971,Vereador Leandrinho,Leandro Luiz Moreira,106,2
101587275314322,Erasmo Da Academia,Erasmo Carlos Oliveira Da Silva,106,1
110857235280728,Bruno Fraga,These ads ran without a disclaimer,106,2
2192485601073651,The Feminist T-shirt,These ads ran without a disclaimer,106,1
441637302586101,Casa Fluminense,These ads ran without a disclaimer,106,2
892705204115693,André Moser,These ads ran without a disclaimer,106,1
106226761549243,lidi_oliiveira,These ads ran without a disclaimer,106,3
260608944321321,Laiz Perrut,Laiz Perrut Marendino,106,5
101595525991609,Juliana Cortez,These ads ran without a disclaimer,106,1
1584501711580933,Volei Master Capixaba,These ads ran without a disclaimer,106,1
353898054715969,Romero Jucá,Romero Jucá,105,1
2109046282702850,Inclusão Eficiente Experience,These ads ran without a disclaimer,105,1
166001994065417,Glaustin da Fokus,Glaustin da Fokus,105,1
857661200958323,Adavilson De Castilhos Magagnin/Tchá-Tchá,Adavilson De Castilhos Magagnin,105,4
1999913820254129,Cabo Fonseca,Fabio Barbosa Da Fonseca,105,1
103140968991140,Fernando Ledoux,Fernando Oliveira Ledoux,105,3
214516388756678,Pastor Ascendino Batista,Jonathan Batista Oliveira,105,3
584132331734649,Projeto Triskle,These ads ran without a disclaimer,104,4
585055475309121,Pronto Pra Investir,These ads ran without a disclaimer,104,2
105427358022051,Marcos Friedrich,Marcos Antonio Friedrich,104,4
1871169036443602,Dr. Daniel Vasconcelos,These ads ran without a disclaimer,104,2
115316992490763,Focus.jor,Focus.jor,104,2
937058069700365,O Direito Nosso de Cada Dia,These ads ran without a disclaimer,104,1
103280072769334,Destravando o Score,Ian Lincoln Lemos Aguilar,104,14
112686293463394,Mulheres por + Direitos,Mulheres por + Direitos,104,1
176647804472684,Sungrow Brasil,These ads ran without a disclaimer,104,3
448080838546739,Roberto Robaina,Roberto Robaina,104,3
161716947574963,Altair Silva,Altair Silva,104,4
108564887488502,Marcel Souto Maior,These ads ran without a disclaimer,104,1
100308035003468,Vinicius Dutra,Vinicius Dutra,103,5
1887353071513734,Itaquá Hoje - hojediario.com,Grupo Hoje de Comunicação,103,10
