Page ID,Page name,Disclaimer,Amount spent (KES),Number of ads in Library
177962627168899,Waves Branding,Dennis Ngunjiri Wachira,5173,2
627157890635643,Kagiso Interactive,These ads ran without a disclaimer,5144,1
105647461757849,Azimio Inawezekana Na Raila.,Bonface Ouma Ogutu,5132,7
110736488052748,Gachara Kamanga - Nyeri County Governor 2022,Johnson Mwangi,5010,5
629462550527079,Generali Nixon Korir,Brian Kagombe Mbugua,5008,2
102067742411767,Hon. Innocent Mugabe,Duncan Kibwage Makori,5000,3
100185385794453,Dr. Abraham K. Sing'oei - The Changemaker,Emmanuel Kipkemoi Ng'etich,5000,3
100328302451187,Ubuntu Peoples Forum-UPF,These ads ran without a disclaimer,4999,1
105363750882345,Young Activists Summit,These ads ran without a disclaimer,4965,26
1112788128831082,Awuor Mesoh,Beryl Awuor Odhiambo,4953,2
110899990418423,Africa Network for Animal Welfare - USA,These ads ran without a disclaimer,4941,8
112100863611703,Unreported Ke,Unreported Ke,4911,12
100142261905910,"Antony Wambugu , Public figure",Antony Wambugu Wangui,4874,3
103041355620800,Hon. Eric Obino MP Nyaribari Chache 2022,Henry Orendo Lwanga,4846,10
133802223457730,ECLT Foundation,These ads ran without a disclaimer,4843,33
488629597893093,Goodwall,These ads ran without a disclaimer,4842,3
103440215599769,Hon. Obed Momanyi-Mca Nyamira Township,These ads ran without a disclaimer,4830,3
115460141448310,Hot Tea News,Robert Waswa Simiyu,4825,3
106620807391911,Roche,These ads ran without a disclaimer,4825,8
123492901131057,TechCabal,These ads ran without a disclaimer,4817,14
1641211432804390,Rafa Institute Of Disability Care Studies,These ads ran without a disclaimer,4800,1
111475507975376,Hon. Patrick Osoi,These ads ran without a disclaimer,4792,3
106915598360353,Hon. Clement Munyua Mureithi,These ads ran without a disclaimer,4777,6
255504881770683,Mathew Cullen,These ads ran without a disclaimer,4768,1
220117223322413,Pollmax,Uncle Max Limited,4765,7
162637496923031,Daktari Mama Byansi,These ads ran without a disclaimer,4725,2
101497111980559,Truman Security,Morara Kebaso,4710,2
314499212242,Pfizer,These ads ran without a disclaimer,4659,1
102631781623461,Caroline Rutto Kiplagat,These ads ran without a disclaimer,4650,8
256403061555011,Lead Africa International,These ads ran without a disclaimer,4602,2
106842621477280,Mike Sonko Loans Development Programme,These ads ran without a disclaimer,4588,13
1917715138510680,Follow Your Legend,These ads ran without a disclaimer,4573,53
581536829206526,Kalenjin Radio Australia,These ads ran without a disclaimer,4565,6
104039742131945,Isaac Newton Ochieng,Issac Newton Ochieng,4548,10
168959899971011,Mutula Kilonzo Jr,These ads ran without a disclaimer,4516,2
108641312131853,Gazebo Homes,These ads ran without a disclaimer,4516,1
100419066346760,Hon Miraj Abdillah,These ads ran without a disclaimer,4516,6
167608029918352,Akili Dada,These ads ran without a disclaimer,4481,2
725909970940913,Mozzart Bet Kenya,These ads ran without a disclaimer,4423,1
183135011741369,Rex Omolleh Nairobi West Ward MCA.,These ads ran without a disclaimer,4387,1
490432311141290,Aheu Deng,These ads ran without a disclaimer,4387,1
103349671841676,Teekaa yare,These ads ran without a disclaimer,4387,5
136753046177402,Breaking News,These ads ran without a disclaimer,4369,1
175889425769412,BAR-TEK Motorsport,These ads ran without a disclaimer,4317,12
105150945224237,Hon Karambu Kailemia - Mama Safi,These ads ran without a disclaimer,4284,3
104768758851298,"Hudson K. Andambi, OGW",Hudson Kanyangi Andambi,4283,11
109623521648175,Teresia Wangare,Teresia Wangare Maina,4268,26
140441793233304,Cooking Madness - A Chef's Game Community,These ads ran without a disclaimer,4258,1
100227689100060,Gordon Mutugi,These ads ran without a disclaimer,4258,1
1187828951298252,Tyler Prize for Environmental Achievement,These ads ran without a disclaimer,4258,2
814643905536431,ISAM,These ads ran without a disclaimer,4252,1
104060208603636,Dr seku,These ads ran without a disclaimer,4184,13
101239629443306,Hon.CS Moses Kuria,These ads ran without a disclaimer,4174,2
102568121446121,Mndugu Investment,These ads ran without a disclaimer,4140,3
101348995967843,Coming Up,Political Marketers,4130,5
109091011430956,Ultra Fighter: Supernova,These ads ran without a disclaimer,4095,14
112398928398501,Wanjiku Thiga,Wanjiku Thiga,4071,6
108733574733549,Alpha car tinting,These ads ran without a disclaimer,4024,2
98876727842,Cummins Inc,These ads ran without a disclaimer,4022,2
111622410196045,State of Youth,These ads ran without a disclaimer,4022,148
100485764982266,Only One,These ads ran without a disclaimer,4006,2
292676531323198,Jimbo Media,Bujra Mwinyi Mohamed,4000,1
184686041569677,RL360,These ads ran without a disclaimer,3991,6
112465897227532,Solomon Kuria,Solomon Kuria,3990,3
8340223883,Avaaz,These ads ran without a disclaimer,3977,1
113253581138804,Hon. Matutu Mathenge JM Tetu MP 2022,Joseph Mwangi Kiiru,3976,13
154880174575992,Australian and New Zealand Institute of Insurance and Finance (ANZIIF),These ads ran without a disclaimer,3961,1
106217518528394,Bilibili Comics home,These ads ran without a disclaimer,3960,6
562551150791458,Simon Ng'ang'a King'ara Foundation,Simon Nganga Kingara,3948,19
214606895274066,Tällberg Foundation,These ads ran without a disclaimer,3945,1
113294518417695,Kithure Kindiki Fans,These ads ran without a disclaimer,3945,9
103719894740819,Dowladda hoose Ee degmada kismaayo.,These ads ran without a disclaimer,3934,8
56632622313,U.S. Mission Vienna,These ads ran without a disclaimer,3910,10
1793544260969494,"Hon. Cecily Mbarire, EGH",Gilbert Mugendi Mugo,3903,8
340566636432215,Amelia Ava,Wills Moinde Ong'esa,3900,9
101486962511613,My mhesh 2022,Hanna Kanuna Waceke,3873,7
100302449225205,Paul Arap Tororey,These ads ran without a disclaimer,3871,1
793530660754567,Mex4,These ads ran without a disclaimer,3871,1
107505785168349,Kenya Health Workers Annual Convention 2022,These ads ran without a disclaimer,3871,1
107208324844645,thesignature100,These ads ran without a disclaimer,3871,1
101352738492329,Opera News Lite Kenya,These ads ran without a disclaimer,3871,5
2460265227331810,Perspectives by Daphne Ewing-Chow,These ads ran without a disclaimer,3871,1
1834313933459789,BBC StoryWorks,These ads ran without a disclaimer,3838,83
119683637775620,Canada Jobs,These ads ran without a disclaimer,3801,1
101618851420739,The Chronicler,Peris Wambui Mugi,3782,8
602410303211229,Emerging Leaders Foundation-Africa,Emerging Leaders Foundation,3775,2
144119958971199,Engineering Institute of Technology,These ads ran without a disclaimer,3767,1
109635431651284,The Kingdom Connect  - TKC,These ads ran without a disclaimer,3764,3
131189377574,MDPI,These ads ran without a disclaimer,3762,80
104058275079542,Daktari kienyeji,These ads ran without a disclaimer,3742,1
344384372786218,Gomaluku Podcast,These ads ran without a disclaimer,3732,2
534104406936374,High Altitude Training of Arizona,These ads ran without a disclaimer,3709,4
624866987981308,Starbrands Awards East Africa,Starbrands Awards East Africa,3706,2
116142921341805,Daktari magongolo titus,These ads ran without a disclaimer,3691,3
115434758177004,Karanja David,These ads ran without a disclaimer,3672,28
181029247364918,Friends Of Raila Odinga,These ads ran without a disclaimer,3658,5
474448562636404,Edith Nkatha mwirigi,These ads ran without a disclaimer,3649,2
103952624418488,Civic Voices,Youth-Voice for Peace,3639,8
156279764411149,Times Higher Education,These ads ran without a disclaimer,3636,6
683920581812916,Socialist Party Zambia,These ads ran without a disclaimer,3630,1
123161387835128,HackerEarth,These ads ran without a disclaimer,3630,1
101898015756346,Fatuma Nur Ibrahim For Woman Representative Marsabit county,These ads ran without a disclaimer,3615,15
166444740431152,"Hon Faith Wairimu Gitau, Mamii mwega wa Nyandarua.",These ads ran without a disclaimer,3613,8
788458754635014,Mike Gumo,These ads ran without a disclaimer,3613,2
141173071434764,Finlays Community Trust,These ads ran without a disclaimer,3595,1
106183005553163,African Stream,These ads ran without a disclaimer,3587,2
92911023565,Fwamba Nc Fwamba,These ads ran without a disclaimer,3585,3
343459706117402,Word Collect,These ads ran without a disclaimer,3575,3
102323295213725,GK Kariuki Ndia Mp,These ads ran without a disclaimer,3573,5
111967013731903,Goldwind,These ads ran without a disclaimer,3561,8
273794934430518,Omumbo,Kevin Omumbo,3528,7
110501298307569,Latest News Mtaani,These ads ran without a disclaimer,3513,1
107824191514929,Samwel Ojijo,Samwel Odiwuor Ojijo,3501,3
100593659226383,Jubilee Party - Mbele Pamoja,Jubilee Party - Mbele Pamoja,3500,1
107536458169436,Jubilee Party Youth League,These ads ran without a disclaimer,3487,2
236829849700741,Al-Monitor,These ads ran without a disclaimer,3484,1
111160730747637,Trivia Stars,These ads ran without a disclaimer,3484,5
104863621699495,BCG,These ads ran without a disclaimer,3484,2
199846720353280,Morris Mutiso - MP Taveta 2027,These ads ran without a disclaimer,3456,3
575991459097167,International Partnership for Microbicides,These ads ran without a disclaimer,3426,4
108778728813521,Angok Chol,These ads ran without a disclaimer,3418,5
443961495782341,Wanjiku Muhia,Wanjiku Muhia,3401,4
127513873972782,Securex Agencies Ltd,Securex Agencies (K) Ltd,3401,2
110238021927233,Benedicta Lasi,These ads ran without a disclaimer,3369,1
107111741976652,Sen Paul Mugambi,Nicholus Sumaili Ngala,3351,10
101164404768881,CGTN Frontline,These ads ran without a disclaimer,3333,12
361694487261356,Industrial Buyer,These ads ran without a disclaimer,3326,1
102324481269298,Hon. Zamzam Mohammed,Zamzam Chimba Mohamed,3315,5
102257258027811,brandprintkenya,These ads ran without a disclaimer,3301,1
2244198149174808,Ritech Media Designs,These ads ran without a disclaimer,3272,1
103861045052601,Irungu Nyakera,These ads ran without a disclaimer,3242,2
324558494902463,"Joshua Irungu, EGH","Joshua Irungu, EGH",3241,5
686239924725032,Stand Up Shout Out,These ads ran without a disclaimer,3239,11
107182424656016,Iwazolab,These ads ran without a disclaimer,3231,5
868562203209476,ACFIM,These ads ran without a disclaimer,3226,1
101195736212318,Dr Ngodo,These ads ran without a disclaimer,3206,2
1883003128429295,Queer Majority,These ads ran without a disclaimer,3195,23
509697052435715,Ampath Kenya,These ads ran without a disclaimer,3188,2
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,3180,6
110923661403774,Ma3Route,Peris Wambui Mugi,3179,7
108071587745649,Meta for Government and Nonprofits,These ads ran without a disclaimer,3170,1
1619969771657694,Yidan Prize,These ads ran without a disclaimer,3147,21
107298078619219,Hon.Cecilia Asinyen Ngitit Ishuu,These ads ran without a disclaimer,3146,22
138278482866502,The Wrestling Game,These ads ran without a disclaimer,3143,1
110903870578296,Revelation Wisdom Ministries int'l Kenya,These ads ran without a disclaimer,3135,4
119052682099026,Speaker Douglas Mbilu,Meshack Mwaluko Kyenze,3124,1
111090723668814,Hon Alice Ng'ang'a - MP Thika Town Constituency,These ads ran without a disclaimer,3120,9
2118376161797721,Business Analytica Kenya,Peris Wambui Mugi,3120,6
216604452329165,FBS CopyTrade,These ads ran without a disclaimer,3110,13
102635655320437,Number Match - Logic Puzzle Game,These ads ran without a disclaimer,3109,15
107207931828456,Next Thing Technologies,These ads ran without a disclaimer,3102,6
110358131994073,Open Society University Network Hubs for Connected Learning Initiatives,These ads ran without a disclaimer,3097,3
0,Instagram User 4758279630,These ads ran without a disclaimer,3092,5
646763942402020,ICT SMME Chamber,These ads ran without a disclaimer,3082,2
103701388761132,Salim Ali Mwadumbo,These ads ran without a disclaimer,3058,4
115084155330020,Badili Africa #feminizingpoliticalspaces,These ads ran without a disclaimer,3036,1
113617441106738,mayogumo,These ads ran without a disclaimer,3033,4
105889037560028,Politician waithira,These ads ran without a disclaimer,3030,8
793541217464814,Cisco Global Problem Solver Challenge,These ads ran without a disclaimer,3021,1
29092950651,TED,These ads ran without a disclaimer,3014,5
6651543066,CNN Business,These ads ran without a disclaimer,3008,35
978400118905468,Maryjoy Kindergarten & Primary School,These ads ran without a disclaimer,3000,1
107049421857034,Hon. Peris Bitutu Onsarigo,Peris Bitutu Onsarigo,3000,4
101852929104152,SIASA 360,These ads ran without a disclaimer,3000,1
517231405008910,Global Landscapes Forum,These ads ran without a disclaimer,2989,48
110639128230810,Sаfе Ukrаinе,These ads ran without a disclaimer,2979,1
121255219270912,أفضل ألعاب الحرب العربية لعام 2022,These ads ran without a disclaimer,2966,7
110422831432715,Sam Wendal,These ads ran without a disclaimer,2956,21
104012457756212,Kariz Magic,These ads ran without a disclaimer,2941,3
100453392570650,Team Jofle,Salim Ismail,2938,4
114265134502811,Hon Eng John Kiragu - MP Limuru,John Kiragu Chege,2900,27
111400138146363,Mca Ruai ward 2022 Weston Njogu Njiru,Denis Njiru Nyaga,2891,6
95775573753,Frontiers,These ads ran without a disclaimer,2888,29
109993410619945,Amemba Magufuli,These ads ran without a disclaimer,2888,4
1418847414842462,Asia Youth International MUN,These ads ran without a disclaimer,2877,17
336253637129743,Kijana Pithon Muchoki,Pithon Muchoki,2875,2
148475051852754,Rockefeller Foundation,These ads ran without a disclaimer,2866,24
204740833658478,Exness Life,These ads ran without a disclaimer,2841,19
106592904432212,Hustlers News,These ads ran without a disclaimer,2839,2
151141822288033,Indiana SPA,These ads ran without a disclaimer,2839,2
31292782350,Deutschland.de,These ads ran without a disclaimer,2838,110
100795702195680,Luminous Solar Kenya,These ads ran without a disclaimer,2766,2
215138065124,Louis Vuitton,These ads ran without a disclaimer,2751,1
208685479508187,U-Report,These ads ran without a disclaimer,2731,17
783127878740704,"Catherine Wambilianga, Bungoma County MP Press",Haggai Kimonge Psomuken,2726,7
112043914949493,hwardhere,These ads ran without a disclaimer,2710,2
1959367290984911,Taruren KE,These ads ran without a disclaimer,2710,3
437332373358668,"Office of the MP, Keiyo South Constituency.",These ads ran without a disclaimer,2668,8
105115128856957,Colins Kibet Kones - Kipterter,Kelvin Kipkoech Korir,2611,8
102743999037476,Nyaga Muya,Michael Nyaga Muya,2605,4
250415239231014,H.E. Mwangi Wa Iria,H.E. Mwangi Wa Iria,2600,4
270748680265302,Usawa Party,Usawa Party,2600,4
108703681766380,Coletta Aluda,Coletta,2594,1
256069898213372,Didmus Barasa,These ads ran without a disclaimer,2592,2
109244204824687,Captive Creator,These ads ran without a disclaimer,2589,15
100146899431342,Nairobi Leaks,Peris Wambui Mugi,2584,6
102090748246550,Hon. Charles Chweya Matoke,These ads ran without a disclaimer,2581,1
104903141217952,Ombui,These ads ran without a disclaimer,2581,2
105689891144812,Wachira Njuguna Chairman NCBDA,These ads ran without a disclaimer,2581,2
108668908311355,Royal Muslim Academy,These ads ran without a disclaimer,2581,1
1812785299012133,Eunice Mwega MCA for Kamenu Ward 2022,These ads ran without a disclaimer,2581,3
597436567026880,Oxfam in Kenya,These ads ran without a disclaimer,2581,1
112470497551893,Wama-Simbi online tv,These ads ran without a disclaimer,2573,4
109467548407248,Instar Cash,These ads ran without a disclaimer,2568,1
1563230160440766,Take A Part Now,These ads ran without a disclaimer,2564,4
129971303736958,Opteon Products,These ads ran without a disclaimer,2559,4
103443312181105,"Hon. Nimrod Mbai MP, Kitui East","Hon. Nimrod Mbai MP, Kitui East",2549,5
101304625055536,Diaspora For Ruto-2022,These ads ran without a disclaimer,2514,1
109510567200940,Victor Lawrence Lual,These ads ran without a disclaimer,2508,8
121666050921250,frm.com,These ads ran without a disclaimer,2508,6
100100268620470,Agano party,Esther Wangui Maina,2501,7
108189581902915,H.E DG Francis Thoya,Social Hub,2500,2
338109312883186,China Xinhua News,These ads ran without a disclaimer,2499,90
585259928588393,Mohamed Abdinoor- Dayow,These ads ran without a disclaimer,2490,1
104942604661654,Royalé Graphics Designers,Kevin Macharia Nderitu,2487,7
112448291745718,Kithure Kindiki Fans,These ads ran without a disclaimer,2487,10
100253862340250,Sheikh Mohamed Musa,These ads ran without a disclaimer,2452,2
91380973561,The Elders,These ads ran without a disclaimer,2452,1
102003678921787,Farmaajo Markale 2026,These ads ran without a disclaimer,2446,10
102971452011607,Air Duka - Online Marketplace Kenya,These ads ran without a disclaimer,2432,1
116828651009439,General items,These ads ran without a disclaimer,2429,1
111327381420588,Faustin Mgendi FAO,Caleb Kiptanui Koton,2420,3
246999515773477,Siasa Lab,Peris Wambui Mugi,2418,4
1498836533491361,This Is Laikipia,This Is Laikipia,2411,12
2056451354654631,Mwangaza Tu Party,Mwangaza Tu Party,2399,1
103504181975848,Hon. Karanei,These ads ran without a disclaimer,2391,16
670584132953836,Girl MOVE Academy,These ads ran without a disclaimer,2388,1
103098818951789,Dr. Nathan Wangusi,Haggai Nathan Barasa Wangusi,2365,7
