Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
1723317354411283,María De Los Ángeles De La Paz Riveros,Cristal Ovando Ojeda,5217846,21
2331568353729375,Bowling Crew,These ads ran without a disclaimer,5198737,7
105248314876315,Manuel Abraham Noman,Manuel Abraham Noman Elias,5181814,153
922533087852291,Luis Malla Diputado,Luis Fabián Malla Valenzuela,5161066,193
105294448545439,Magdalena Vergara,Magdalena Sofia Vergara Vial,5146895,77
154785904692548,SalmonChile,SalmonChile,5140007,282
108038934010182,Diputado Luis Fernando Sanchez,Luis Fernando Sánchez Ossa,5126309,13
140855822446996,El Contenido,El Contenido,5122063,58
169466436493062,Horizontal,Horizontal,5113465,63
110037351254717,EncuentrosxChile,Universidad de los Andes,5073056,86
611582308894622,Juan Valdebenito Mansilla,Juan Dagoberto Valdebenito Mansilla,5057480,282
997472466975672,Camilo Ortúzar,Camilo Escobar Ortúzar,5047583,265
101985359287662,Le Falta Calle,Le Falta Calle,5045623,567
101493422570956,No + Víctimas,No más Víctimas,5038533,55
105005488879312,Gente Del Sur,Gente Del Sur,5028889,44
102468038983026,Causa Emprendimiento,Causa Emprendimiento,5011448,55
629615073793745,Rodrigo Albornoz,Rodrigo Albornoz Pollmann,5000000,44
101484445651183,Juan Pablo Ciudad,Juan Pablo Ciudad Perez,4996530,41
523205467714559,Katherine Echaiz,Matias Retamal,4981041,30
103030962615298,Chile YAAC,Chile YAAC,4966543,41
101696364900178,Fundación Chile Primero,Fundación Chile Primero,4952482,20
105877581333582,Ricardo Neumann,Ricardo Andrés Neumann Bertin,4935872,25
1657924067839348,Aguas Antofagasta Grupo EPM,Aguas Antofagasta Grupo EPM,4924969,110
107368866114430,Felipe Kast,Felipe Kast,4922774,96
110230330819849,Camila Musante Müller,Camila Fernanda Musante Muller,4918584,65
114602243999993,Carolina Garrido Silva - Candidata a Constituyente Distrito 8,Carolina Garrido Silva,4885710,58
101023171575525,Juan Manuel Masferrer,Juan Manuel Masferrer Vidal,4877214,48
1502798646437265,Gabriel Silber,Gabriel Silber,4868941,92
48555856623,Patrick Casanova Tobar,Patrick Alan Casanova Tobar,4830048,139
714668238565787,Felipe Delpin,Felipe Delpin,4824098,117
1817693885130229,Sara Campos,Sara Campos,4821864,164
678023945734742,José Miguel Castro,Jose Castro,4790113,291
1718646891722517,María Paz Lagos Valdivieso,María Paz Lagos Valdivieso,4751130,36
2268304483486158,Vale Miranda Constituyente D8,Valentina Andrea Miranda Arce,4731825,142
116282780277540,Ruggero Cozzi E.,Ruggero Cozzi Constituyente,4727772,108
103209628279216,Luis Cuello diputado,Luis Alberto Cuello Peña Y Lillo,4719856,52
100114872387295,Alondra Arellano,Alondra Diputada,4713599,159
102638051813128,Jorge Serón Ferré,Jorge Seron Constituyente,4710416,88
1309608429177509,Carol Bown,Carol Bown,4709872,20
1213539052012879,Cristián Araya - Diputado Distrito 11,Cristian Andres Araya Lerdo De Tejada,4698059,39
117752777993026,Economía y Finanzas para Todos,Economía y Finanzas para Todos,4679167,143
195149984418990,Mauricio Ojeda Diputado,Mauricio Antonio Ojeda Rebolledo,4656231,46
100508599021966,Daniela Serrano Salazar,Daniela Andrea Serrano Salazar,4649163,134
1257818931046767,Azerta Chile,Azerta,4645743,156
116054425120467,Subsecretaría de Previsión Social,Subsecretaría de Previsión Social,4645114,2
219605241425430,Partido Socialista de Chile,Carlos Andrés Orellana Poblete,4637529,29
463509033710164,Walmart Chile Vivamos Mejor,Walmart Chile,4628888,40
640043449493888,Marcela Varas,Marcela Alicia Varas Fuentes,4587406,342
162274699262575,Johannes Kaiser,Johannes Maximilian Kaiser Barents-Von Hohenhagen,4582841,24
453073448097070,Servicio Nacional de la Discapacidad,Servicio Nacional de la Discapacidad,4572970,12
103291285112707,Pablo Herdener,Pablo Walter Herdener Truan,4560933,94
102807928808940,Marcelo Encina Muñoz,Marcelo Ricardo Encina Muñoz,4554236,47
763887853794135,Camilo Benavente,Camilo Francisco Benavente Jiménez,4542861,227
968772086505075,Gerardo Espíndola Rojas,Gerardo Espíndola Rojas,4539658,271
282760221826879,Subsecretaría de Educación Superior,Swell Media SPA,4525845,8
106775764646122,Juan Soto - Constituyente,Juan Soto,4462951,83
211965552717397,María José Gatica Bertin,María José Gatica Bertin,4434466,86
108688351667940,Informe Electoral,Info Electoral,4429132,7
100405645402373,Harry Jürgensen Constituyente,Harry Rolando Jurgensen Caesar,4425977,283
140855822446996,El Contenido,El Contenido,4425194,104
108535330971309,Eric Aedo / Diputado,Eric Aedo Jeldres,4413209,145
192669940807435,Hector Hernandez,Héctor Alejandro Hernández González,4410305,45
112414063439760,DeliBest Chile,Brecha Digital Consultores,4409827,804
243541299064994,Red Biobio,Diarios en red,4408418,99
13212504705,Jorge Ivan Ulloa Aguillon,Jorge Ivan Ulloa Aguillon,4394528,53
104533368210208,Camila Arenas,Camila Arenas Diputada D12,4390979,25
168037059723245,Pazlestina,Pazlestina,4364332,127
107370818349336,Luis Lobos Meza,Luis Alberto Lobos Meza,4343043,22
343739855711409,Hecho en Casa Fest,Hecho en Casa Fest,4335249,11
184559421980613,Vlado Mirosevic,Vlado Mirosevic Verdugo,4332818,136
2241627812774263,Felipe Cruz - Alcalde de Recoleta,Felipe Andres Cruz Huanchicay,4331899,136
1405463572822167,Marcela Canales Diputada,Marcela Canales,4320353,57
110405624650830,Chile En La Encrucijada,Juan Antonio Montes Varas,4313640,92
218529681833338,Mario Alvear,Mario Alvear,4307131,46
105216321995280,Pivotes_cl,Fundación Pivotes,4298096,90
104820842536215,Ignacio Dülger,Ignacio Dulger,4290980,39
110833717337374,Carolina Navarrete Rubio,Carolina Navarrete Rubio,4285848,88
14048602469,El Ciudadano,El Ciudadano,4280453,205
116602872199801,Camilo Riffo - Municipio Ciudadano para Concepción,Camilo Alejandro Riffo Quintana,4268708,67
276529899590560,Regionalistas Verdes,Federación Regionalista Verde Social,4237930,103
2355252254485370,Juan Carlos Díaz Avendaño Talca,Juan Carlos Díaz Avendaño,4235341,487
1373449672726574,Henry Boys,Henry Christopher Boys Loeb,4222953,96
400725400102292,Chile Es Uno,Manuel José Correa Silva,4222180,80
104923331929196,Enciclopedia Bío-Bío,Enciclopedia Bío Bío,4202101,115
56243398247,Parque Arauco,Parque Arauco,4193866,12
354793571275334,Cabify,These ads ran without a disclaimer,4191435,8
284012391686707,Red Arica - Diarios en Red,Diarios en Red,4182359,122
104133324922770,Clemente Pérez,Clemente Pérez,4182037,59
539784103214984,Tomas de Rementeria Venegas diputado,Tomás Eguzky de Rementeria Venegas,4174112,64
106620807391911,Roche,These ads ran without a disclaimer,4154419,17
102701181855293,Sylvia Eyzaguirre Constituyente,Sylvia Eyzaguirre Constituyente,4152730,47
109308671411472,Felipe Barnachea,Felipe Barnachea,4150609,58
112794121906263,Callgossips,These ads ran without a disclaimer,4149067,17
110390070348499,Viviana Delgado Diputada Ambientalista,Viviana Soledad Delgado Riquelme,4123090,149
106297221258533,Macarena Ripamonti Alcaldesa Viña,Macarena Carolina Ripamonti Serrano,4105426,78
104668318283169,El Profesor Luis Silva,Luis Alejandro Silva,4097757,20
15936373588,DFMAS,Grupo DF,4094949,212
102130425534130,Gaby Carrera Valdés,Gabriela Carrera Valdéz,4093536,52
117807634946410,Sociedad de Fomento Fabril (Sofofa),Sociedad de Fomento Fabril (Sofofa),4054485,121
120514046007638,Soy del Campo Chile,Soy del Campo Chile,4032253,19
113525251672380,Republicanos ñuble,Republicanos del Ñuble,4028961,69
8093963076,Techo - Chile,Pago por TECHO Chile con créditos de anuncios de Facebook,4024349,6
103706958384168,Jezer Sepúlveda Domínguez,Jezer Sepúlveda Domínguez,4012377,95
118527638180849,Ministerio de la Mujer y la Equidad de Género,Ministerio de la Mujer y la Equidad de Género,4004987,10
1472951146261935,Ministerio del Trabajo y Previsión Social,Ministerio del Trabajo y Previsión Social,3988730,9
112545013517620,Gobiernate,Fundación Chile Primero,3982567,8
105487361261431,El 90 También es Mío,Fundación Chile Primero,3966097,30
181189911970230,Alberto Undurraga V,Alberto Undurraga V,3965746,90
522219751156820,César Leiva Rubio Anticorrupción,César Camilo Leiva Rubio,3957539,121
262860613834634,Catalina Del Real,Catalina Del Real,3945406,257
104456742095775,Chile Ciudadano,Chile Ciudadano,3937926,9
103448174748810,Marcia Yañez Mendoza Siempre Contigo,Marcia Alejandra Yañez Mendoza,3930396,284
101193651889164,Mauricio Daza,Mauricio Antonio Daza Carrasco,3929078,50
34839376970,Infobae,These ads ran without a disclaimer,3910652,59
17904344314,Sebastián Keitel,Sebastian Keitel Bianchi,3909541,100
104444948748775,Chile Conecta,Chile Conecta,3901930,87
342958192219,Secretaría General de Gobierno,Sofan SPA,3890790,55
115040502469,Mutual de Seguridad CChC,Mutual de Seguridad CChC,3886481,58
104867061602678,Guillermo Larraín Constituyente,Guillermo Andrés Larraín Ríos,3867560,60
537906590475267,Bárbara Rebolledo,Bárbara Rebolledo Constituyente por Distrito 17,3863502,44
1556281851342518,Emilia Ríos Saavedra,Emilia Ríos Saavedra,3861766,200
1613401975353043,Raúl Soto Diputado,Melanie Kristin Moraga Cavour,3860772,118
175620102573335,Arturo Molina Diputado,Arturo Rosamel Molina Hernandez,3859105,130
108613744354984,Aldo Valle Acevedo,Aldo Salvador Valle Acevedo,3851463,98
890480971013208,Andrés Molina Magofke Diputado,Andrés Molina,3849568,108
109626371709961,Salmones Austral,Salmones Austral,3845887,369
101332075038815,Ex-Ante,Ex-Ante,3843852,52
402261459841660,José Manuel Palacios,José Manuel Palacios,3815103,66
101284768434806,José Antonio Valenzuela,José Antonio Valenzuela Mac-Kellar,3796207,60
1695014317469464,Esteban Andrés Vega Toro - Candidato a Diputado D7,Esteban Andrés Vega Toro,3794083,134
101218562668405,Ni esta Ni la anterior,Ni esta ni la anterior,3790865,40
591727850854013,Aguas Andinas,Aguas Andinas,3787044,17
2308380032563034,Diego Bravo Morales - Candidato Diputado Distrito 8,Diego Bravo Morales,3779414,55
105542551366216,Rodrigo Bravo,Rodrigo Bravo,3776712,12
359866204495160,Juan Eduardo Prieto Correa,Juan Eduardo Prieto Correa,3775169,107
106396671294148,Fernando Salinas Constituyente,Fernando Salinas Manfredini,3773957,85
322307658150024,Rodrigo Wainraihgt Galilea,Rodrigo Javier Wainraihgt Galilea,3772862,104
109717037823864,Rocío Cantuarias Constituyente,Rocio Cantuarias Constituyente,3772679,71
1567607313249689,Cristobal Martinez Diputado,Cristóbal Ignacio Martínez Ramírez,3770316,120
922984884575855,Yanina Contreras Consejera Regional,Yanina Escarlette Contreras Alvarez,3768537,31
106836901735571,Nicole Martínez D10,Nicole Andrea Martinez Aranda,3759725,25
103820310982935,Sichel Presidente,SumemosxSichel,3746349,34
1049029181934707,Subsecretaría de la Niñez,Creamedia,3744076,30
102586276093037,Sergio Bitar,Sergio Bitar,3737527,51
101915952829830,María Pardo Vergara,María Pardo Vergara,3732691,105
111957637906,Ronald Brandt S.,Ronald Esteban Brandt Silva,3732634,17
913403455427700,Diputado Manuel Monsalve,Manuel Monsalve,3731933,198
7994797297,Cristobal Saavedra Diputado,Cristobal Saavedra de Alarcón,3731279,64
132398703281525,"Buena, Nueva y Nuestra",Dejemoslos Trabajar,3730951,28
846149348834134,Daniel Núñez Arancibia,Daniel Núñez Arancibia,3725144,51
184559421980613,Vlado Mirosevic,Vlado Mirosevic,3723273,89
209448929103954,Ministerio de Educación,Ministerio de Educación de Chile,3716573,20
103366838136846,Alo Dr. Carlo Pezo,Carlo Correa,3713207,78
100629708625786,Wilson Diaz,Wilson Diaz,3705801,97
604284236352586,Paola Berlin,Paola Berlin,3701005,36
214920115275176,Roberto Neira Aburto,Roberto Neira,3676470,109
350025708997760,Minera Vizcachitas,Minera Vizcachitas,3675882,227
286255651767382,Colbún Energía,Colbún S.A,3671393,60
103535771670159,Marcelo Urrutia Burns,Marcelo Vicente Urrutia Burns,3661679,60
1699991550107431,Farmacia Farmex,These ads ran without a disclaimer,3661406,1
190340004456712,Ruben Berrios Camilo Ex Consejero Regional de Tarapaca,Ruben Jorge Berrios Camilo,3656685,34
1782999921941631,Rodolfo Carter,Rodolfo Rafael Carter Fernández,3656494,16
104286051484392,Doctor Álvaro Erazo,Álvaro Erazo,3652333,75
313032205946161,Fundacion Nueva Mente,Fundacion Nueva Mente,3643750,17
430339687135332,Sadi Melo,Sadi Melo,3637458,74
231471316927974,Revolución Democrática,Revolución Democrática,3631638,61
111787183666443,Juan Ariztía C,Juan Ariztia Constituyente,3624632,83
223990387705828,Danisa Astudillo Peiretti,Danisa Alejandra Astudillo Peiretti,3615401,41
150372358891887,Paz Suárez Briones,Paz Andrea Suarez Briones,3615238,53
383552768434495,César Muñoz Vergara,César Manuel Muñoz Vergara,3605967,278
750138058522671,Juan Enrique Pi,Juan Enrique Pi,3595497,40
474996999211282,Algramo,Algramo,3589984,19
108050387729803,María José Cumplido,Partido Liberal de Chile,3589021,45
256491394373,Oposicion a Piñera,Oposicion a Piñera,3585502,46
104497311518155,Macarena Bravo,Macarena Bravo,3563341,84
38633821044,Ramón Barros Montero,José Ramón Barros Montero,3549887,26
282146382133774,Natalia Castillo,Natalia Castillo Diputada,3548295,114
504040153015857,Francesca MUÑOZ Diputada Distrito 20,Francesca Muñoz,3548265,40
101451748603875,Mariana Aylwin Constituyente 2021,Mariana Aylwin,3547913,10
113208073915751,Ricardo Montero Allende,Ricardo Ignacio Montero Allende,3542588,63
105732334824157,Camila Briceño,Camila Briceño Carrasco,3528525,132
102423335548109,Rocío Donoso - Candidata Constituyente,Rocío Donoso,3527643,25
100929289026512,Maria Paz Rojas - Diputada,Maria Paz Rojas,3521076,60
101795535074101,Gonzalo Arenas Hödar,Gonzalo Arenas,3517339,18
214101292507851,ShowSport,Central Deportes,3506798,7
342069352483789,Doritos,These ads ran without a disclaimer,3502534,15
101315855210733,Macarena Lobos Palacios,Macarena Lobos Palacios,3499999,79
210146495705054,Fiesta de los Abrazos,Fiesta de los Abrazos,3473433,10
1656604587945247,Viviana Nuñez Consejera Constitucional E-23,Viviana Nuñez,3467701,102
345585775481460,Red O'Higgins,Diarios en Red,3458956,36
115709314769903,Ariel Mihovilovic,Ariel Mihovilovic,3451637,26
756110734416189,Alejandro Santana Tirachini,Alejandro Santana,3445501,208
410473259375401,Kellu,Kellü,3436635,70
1927459907504228,Muni Los Andes,Muni Los Andes,3421637,82
263405090372524,Derecha Informada Chile,Marcos Ivan Vargas Aceituno,3410491,23
362176826971975,Con Diálogo es Distinto,Con Diálogo es Distinto,3408650,115
151120288082027,Leo Cádiz,Leo Cádiz,3407312,106
112740516770310,Tenpocl,These ads ran without a disclaimer,3394657,1
718373214989965,Senador Gustavo Sanhueza Dueñas,Gustavo Adolfo Sanhueza Dueñas,3388080,163
258980243576,Garnier,These ads ran without a disclaimer,3385471,1
104579451684000,Felipe Garcia Huidobro S,Felipe Garcia Huidobro Sanfuentes,3384135,11
150186835178582,Felipe Matamala Valenzuela  - El Futuro de Quilpué es HOY,Felipe Enrique Matamala Valenzuela,3384032,137
214215822426016,Punto Prensa,Punto Prensa SPA,3380990,36
116449798399257,Banco Falabella CMR,These ads ran without a disclaimer,3380966,6
858031627672805,Diputado Diego Schalper,Diego Ignacio Schalper Sepulveda,3378122,57
108282725269980,Hola Soy Nono,HOLA SOY NONO,3377735,23
1534763793449320,Enrique Lee SALUD,Enrique Segundo Lee Flores,3376943,58
102380591682047,Shai Agosin Proceso Constituyente,Gabriel Igal Agosin Otero,3375422,29
1436530563295625,El Líbero,These ads ran without a disclaimer,3366876,121
107643628032604,Savka Pollak Diputada,Savka Pollak,3364129,50
445413188813342,Maca Bezanilla,Macarena Bezanilla,3324903,31
103366362091262,Claudia Pascual Grau,Carla Milar Peñaloza Palma,3317293,32
233949345220336,Manuel Ríos Saavedra,Manuel Ríos,3315688,187
103602615264595,Colecta Mayor,Colecta Mayor,3312572,104
211457002317856,Carlos Bannen,Carlos Bannen,3310998,55
373417656097051,Paulina Nuñez Urrutia,Dantón Alarcón,3297844,155
111663587950065,Marta Bravo Diputada,Marta Pilar Bravo Salinas,3279044,218
174471963010250,Gladys Acuña Rosales,Gladys Cristina Acuña Rosales,3277482,154
1729237694050937,Cristián Labbé,Cristian Labbe Martinez,3260498,37
109241671528606,Stephan Schubert Diputado,Stephan  Herbert Schubert Rubio,3252522,42
101467681981880,Mauricio Martin - Concejal La Reina,Mauricio Martin Hartwig,3250080,33
216951822138973,Pablo del Río CORE,Pablo Del Río Jimenez,3249128,220
104073211573026,Pablo Perelló,Pablo Perello constituyente D21,3232581,59
792674714143783,Tele13Radio,Tele13Radio,3225125,177
528136737364172,Gustavo H.,Gustavo Hasbun,3224648,66
100413017061181,Francisco Eguiguren Diputado,Francisco Eguiguren,3223047,166
103403345019896,Remza Delic Huechuraba 2021,Remza Delic,3222114,43
100196195418366,María de los Ángeles López,María de los Ángeles López Porfiri,3221583,11
105303628217912,Andres Cruz Carrasco,Andres Norberto Cruz Carrasco,3220921,35
106116378013267,Mónica Sánchez Aceituno,Mónica Sánchez,3219997,55
353975854746124,BMW Motorrad Chile,These ads ran without a disclaimer,3218212,12
