Page ID,Page name,Disclaimer,Amount spent (SGD),Number of ads in Library
111074750286070,Пандария,These ads ran without a disclaimer,≤100,1
117002277093851,Celeb Insider,These ads ran without a disclaimer,≤100,1
239749719780832,CURADEN AG,These ads ran without a disclaimer,≤100,1
111168511226928,Top-hit romance,These ads ran without a disclaimer,≤100,1
109277425238049,Pop Topic Daily,These ads ran without a disclaimer,≤100,1
108164525190342,Moto Stories,These ads ran without a disclaimer,≤100,1
2151168945135393,KruJeab Interhub เรียน IELTS ออนไลน์ ติวสอบเข้าคณะอินเตอร์,These ads ran without a disclaimer,≤100,1
109197151930600,My Clean Energy,These ads ran without a disclaimer,≤100,1
101034006287116,MDPI Books,These ads ran without a disclaimer,≤100,2
443464592695498,Owl Pro Drones,These ads ran without a disclaimer,≤100,1
51626468389,UNESCO,These ads ran without a disclaimer,≤100,3
468560979865803,Fifteen Seconds,These ads ran without a disclaimer,≤100,1
111266936889272,Every Day Monkey,These ads ran without a disclaimer,≤100,2
159050394216641,The Jerusalem Post,These ads ran without a disclaimer,≤100,1
101056631291851,mister.kelvin,These ads ran without a disclaimer,≤100,1
101228311824147,Chilli And Ginger,These ads ran without a disclaimer,≤100,1
103550495029653,Awesoman,These ads ran without a disclaimer,≤100,1
577622999582030,DaintyLove,These ads ran without a disclaimer,≤100,1
260117174160056,G&S Travel - Werisrael,These ads ran without a disclaimer,≤100,1
113770598597,Changi Airport,These ads ran without a disclaimer,≤100,1
102105095305905,Society of Modern Sciences,These ads ran without a disclaimer,≤100,1
306064002581385,dc_economics,These ads ran without a disclaimer,≤100,1
100909462647765,心閱時光,These ads ran without a disclaimer,≤100,1
127324190289184,Cvx-gl-025,These ads ran without a disclaimer,≤100,1
147772805659767,Gert-Jan Segers,These ads ran without a disclaimer,≤100,1
784199571628882,Space and Pencil,These ads ran without a disclaimer,≤100,1
227720030425230,Return to Palestine,These ads ran without a disclaimer,≤100,1
103686485960392,Bonjour-15,These ads ran without a disclaimer,≤100,1
512870562063660,Risalat Consultants International LLC,These ads ran without a disclaimer,≤100,2
1709514079324520,Hacienda Solange Private Events Place,These ads ran without a disclaimer,≤100,1
110380870656483,LS ELECTRIC,These ads ran without a disclaimer,≤100,1
225680333971472,Jordana Santos - Reporter,These ads ran without a disclaimer,≤100,1
179985353632589,Hazem Palestine,These ads ran without a disclaimer,≤100,1
105228422529818,upcycled_thread,These ads ran without a disclaimer,≤100,1
146137088778333,Caisse des Français de l'Etranger - CFE,These ads ran without a disclaimer,≤100,1
103193692690093,Green Feed,These ads ran without a disclaimer,≤100,10
136861503050220,Down Syndrome International,These ads ran without a disclaimer,≤100,1
106391231649675,مديرية الحملة الولائية للإنتخابات التشريعية محافظة غليزان,These ads ran without a disclaimer,≤100,1
2395529007152723,Rhuani Rambukwelle,These ads ran without a disclaimer,≤100,1
367641080494262,FEBE Milano,These ads ran without a disclaimer,≤100,2
359285057508884,Bệnh viện thẩm mỹ Kangnam,These ads ran without a disclaimer,≤100,2
608783655958204,พระเครื่องนามมงคล,These ads ran without a disclaimer,≤100,1
124285820927337,Durham University Business School,These ads ran without a disclaimer,≤100,1
180028025368817,Cisco CSR,These ads ran without a disclaimer,≤100,1
104620294840607,Global Orthodox,These ads ran without a disclaimer,≤100,2
206856675996897,Cha: An Asian Literary Journal,These ads ran without a disclaimer,≤100,1
210181409001091,Micush,These ads ran without a disclaimer,≤100,1
104857837889022,Médecins Sans Frontières / MSF,These ads ran without a disclaimer,≤100,1
124027207643310,Darin Epsilon,These ads ran without a disclaimer,≤100,1
105023088680055,TravelWorld,These ads ran without a disclaimer,≤100,2
109831042040973,Voice Of Zotung,These ads ran without a disclaimer,≤100,2
107977081476493,I was born to support Palestine in Gaza,These ads ran without a disclaimer,≤100,1
163850613487298,MCS Singapore,These ads ran without a disclaimer,≤100,2
643647332320553,Orient - أورينت,These ads ran without a disclaimer,≤100,1
105178755946079,Berseko,These ads ran without a disclaimer,≤100,1
370063393045319,Australasian College of Health Service Management - ACHSM,These ads ran without a disclaimer,≤100,1
1599808783405074,Top Beacon,These ads ran without a disclaimer,≤100,1
494311614045639,The World is My Country,These ads ran without a disclaimer,≤100,1
104547428650650,giuliano_tosi,These ads ran without a disclaimer,≤100,1
110431427159816,Keren Kayemeth LeIsrael - Jewish National Fund,These ads ran without a disclaimer,≤100,1
114320417920482,Discover Jiaojiang,These ads ran without a disclaimer,≤100,1
0,Instagram User 3299913670,These ads ran without a disclaimer,≤100,1
109829208054130,Savvy Dime,These ads ran without a disclaimer,≤100,2
1868718373367930,The Brenthurst Foundation,These ads ran without a disclaimer,≤100,1
100128722639308,CEDEGYS - Centre for geopolitics,These ads ran without a disclaimer,≤100,2
371185570087436,Investology 雪人投资,These ads ran without a disclaimer,≤100,1
119732211085015,HKeye,These ads ran without a disclaimer,≤100,1
111112345239007,Mc01-23,These ads ran without a disclaimer,≤100,1
2206658926222286,julienalleyne,These ads ran without a disclaimer,≤100,1
493650244708646,getsomewarm.club.best,These ads ran without a disclaimer,≤100,2
286429814719818,EasyUni,These ads ran without a disclaimer,≤100,1
108123472210927,Diaspora MN,These ads ran without a disclaimer,≤100,1
101959182288534,Cosmos cycle,These ads ran without a disclaimer,≤100,2
2079991985390610,Vusal abdullayev,These ads ran without a disclaimer,≤100,1
100913645179430,Wilko-usa shop,These ads ran without a disclaimer,≤100,1
151148098236373,Discovery Channel Southeast Asia,These ads ran without a disclaimer,≤100,4
507305442652254,Darcy & George,These ads ran without a disclaimer,≤100,1
106705804357319,Bluetti Global,These ads ran without a disclaimer,≤100,1
146642329371798,Goher Iqbal Punn - Fully Funded Scholarships & Informational Content,These ads ran without a disclaimer,≤100,2
403772503084759,Rijksdienst voor Ondernemend Nederland - RVO,These ads ran without a disclaimer,≤100,1
1456172994602986,Beacon of Hope,These ads ran without a disclaimer,≤100,2
195799657105195,SEGi University & Colleges,These ads ran without a disclaimer,≤100,18
363924506225,紫色微笑。Ben&Jean的饗樂生活,These ads ran without a disclaimer,≤100,1
100523805779645,Crocodile territory,These ads ran without a disclaimer,≤100,7
101080995465721,The Banker,These ads ran without a disclaimer,≤100,1
433107217038539,Norqain,These ads ran without a disclaimer,≤100,1
1449261928703911,Lux & Lush,These ads ran without a disclaimer,≤100,6
314114575343227,VMP,These ads ran without a disclaimer,≤100,1
110323948591350,Cantonese Kids' Health,These ads ran without a disclaimer,≤100,1
148304745801543,Nikko Asset Management,These ads ran without a disclaimer,≤100,1
178893565567457,Alkhidmat Foundation Pakistan,These ads ran without a disclaimer,≤100,1
103347622684104,Magic1674-02,These ads ran without a disclaimer,≤100,1
154303191887041,Big Global Travel,These ads ran without a disclaimer,≤100,6
103871962669862,2023 VMX 30.,These ads ran without a disclaimer,≤100,1
108394404368560,WhiteAds,These ads ran without a disclaimer,≤100,1
133802223457730,ECLT Foundation,These ads ran without a disclaimer,≤100,3
110177838368464,Freedom Grams,These ads ran without a disclaimer,≤100,1
400465859275,International Tampere,These ads ran without a disclaimer,≤100,1
100243932493620,The Hollywood Game,These ads ran without a disclaimer,≤100,3
1563707596995551,Conscious Items,These ads ran without a disclaimer,≤100,2
105187402405067,Smart Better Manly,These ads ran without a disclaimer,≤100,1
106282688304118,Discover Daxing,These ads ran without a disclaimer,≤100,1
106838601178794,Coffee Break,These ads ran without a disclaimer,≤100,3
230563067703238,Anytime Fitness  Pasir Ris E!Hub,These ads ran without a disclaimer,≤100,1
1620147891605158,Tokio Marine,These ads ran without a disclaimer,≤100,2
598705943508458,ADB Publications,These ads ran without a disclaimer,≤100,4
289047984283645,Elonroad International,These ads ran without a disclaimer,≤100,1
101929192507604,D reame-novel 05,These ads ran without a disclaimer,≤100,1
242679302418244,Denison Forum,These ads ran without a disclaimer,≤100,1
18523396549,The Church of Jesus Christ of Latter-day Saints,These ads ran without a disclaimer,≤100,1
0,Instagram User 2163300246,These ads ran without a disclaimer,≤100,1
116934494636757,Nifty News,These ads ran without a disclaimer,≤100,4
1302170313164654,SG:SW 2024 我写我的歌,These ads ran without a disclaimer,≤100,1
117048461393843,SA Sarfaraz,These ads ran without a disclaimer,≤100,1
654232897993709,Global Animal Law - GAL,These ads ran without a disclaimer,≤100,2
1593820680884174,Ocean Generation,These ads ran without a disclaimer,≤100,1
103469548560948,Madinah.com,These ads ran without a disclaimer,≤100,2
112312066798091,Asean-China Ecommerce Promotion Association - ACEPA,These ads ran without a disclaimer,≤100,2
380712502382003,Dr Charles Sinkala,These ads ran without a disclaimer,≤100,1
303346027021401,King Soloman,These ads ran without a disclaimer,≤100,2
333380507528629,Knowfashionstyleonline,These ads ran without a disclaimer,≤100,1
106945828805637,MakesYouFluent,These ads ran without a disclaimer,≤100,1
637528543427899,Lustfy.com,These ads ran without a disclaimer,≤100,2
100110599507064,Secret Top Aircraft,These ads ran without a disclaimer,≤100,1
119399434799,Santiburi Koh Samui,These ads ran without a disclaimer,≤100,1
102510362488894,Futbolete - Page 3,These ads ran without a disclaimer,≤100,1
757492134289368,Ludwig,These ads ran without a disclaimer,≤100,1
540586872792397,The Jerusalem Post - Christian World,These ads ran without a disclaimer,≤100,1
2165983337048601,LeverforChange,These ads ran without a disclaimer,≤100,1
101551396138506,LifePost 爱生活,These ads ran without a disclaimer,≤100,1
104625268643839,Enviroynm,These ads ran without a disclaimer,≤100,1
553907455108078,翻牆中國,These ads ran without a disclaimer,≤100,1
160203857956575,Yayasan An Nabawi,These ads ran without a disclaimer,≤100,1
100429919715686,Entertainment life,These ads ran without a disclaimer,≤100,1
108015491838947,Worshipfulleigh,These ads ran without a disclaimer,≤100,1
102203941760990,The Purpose Collective,These ads ran without a disclaimer,≤100,1
107319548965041,Hazrat Beck Khudoyberdi,These ads ran without a disclaimer,≤100,3
114141766904435,Linkinet,These ads ran without a disclaimer,≤100,1
1254463177932533,Pinky Promise,These ads ran without a disclaimer,≤100,4
100696642943720,Greenly Choices,These ads ran without a disclaimer,≤100,5
104613585489293,Pro Horse Racing 賽馬88,These ads ran without a disclaimer,≤100,1
101606581438407,أقلام حرة,These ads ran without a disclaimer,≤100,1
110809145235090,Six-03,These ads ran without a disclaimer,≤100,1
108309080604555,Coolvava.com,These ads ran without a disclaimer,≤100,1
321386175195015,schultz_report,These ads ran without a disclaimer,≤100,1
134755529731840,PKS Asia,These ads ran without a disclaimer,≤100,1
103145499119876,Porateincor,These ads ran without a disclaimer,≤100,1
258640607530666,INA,These ads ran without a disclaimer,≤100,1
1103820369820238,Siemens Digital Industries Software,These ads ran without a disclaimer,≤100,2
100902642792418,Money Means,These ads ran without a disclaimer,≤100,1
279083325560817,Running Out of Time,These ads ran without a disclaimer,≤100,5
2177632682563843,Òmnium Civil Rights Europe,These ads ran without a disclaimer,≤100,1
1642933419299956,ACM Worldwide,These ads ran without a disclaimer,≤100,1
101430009344347,Net Fun Magazine,These ads ran without a disclaimer,≤100,1
109267537483156,Dreame-pl3,These ads ran without a disclaimer,≤100,1
1419109681659828,The Hans Foundation,These ads ran without a disclaimer,≤100,1
684480475094920,Discover Inner Mongolia,These ads ran without a disclaimer,≤100,3
423765531046123,Luxury Lifestyle Awards,These ads ran without a disclaimer,≤100,1
110192681490682,Motor Junkie Fans,These ads ran without a disclaimer,≤100,1
100521545977284,精品文坊,These ads ran without a disclaimer,≤100,1
134065326647714,JW Success,These ads ran without a disclaimer,≤100,1
618086438391102,Taiwan in the EU and Belgium,These ads ran without a disclaimer,≤100,4
0,Instagram User 7321130422,These ads ran without a disclaimer,≤100,1
173783723538115,Shliza,These ads ran without a disclaimer,≤100,2
192609620649,The University of Chicago,These ads ran without a disclaimer,≤100,1
278326465601878,Dog Rescue Thailand,These ads ran without a disclaimer,≤100,1
267046486680260,Dubai Electricity and Water Authority - DEWA,These ads ran without a disclaimer,≤100,1
105813935050749,The Munsif Daily,These ads ran without a disclaimer,≤100,1
119167918117814,Kerry Hart,These ads ran without a disclaimer,≤100,1
107895580778039,Money People,These ads ran without a disclaimer,≤100,5
959056307619135,Just Perfact,These ads ran without a disclaimer,≤100,1
1655053987872024,Bloomberg Green,These ads ran without a disclaimer,≤100,1
1706595632922448,Strona z wirusem - Proszowice,These ads ran without a disclaimer,≤100,1
1057366570960060,Secretaria do Desenvolvimento Econômico do Estado do Ceará,These ads ran without a disclaimer,≤100,1
103236844727716,GMGA Publishing,These ads ran without a disclaimer,≤100,1
148697091825253,Bucket List Journey,These ads ran without a disclaimer,≤100,1
103692932028003,Way Aid and Care development program- Wacdep,These ads ran without a disclaimer,≤100,1
115513834789389,Vmf-gl-011,These ads ran without a disclaimer,≤100,1
111069028486641,Chen from CGN,These ads ran without a disclaimer,≤100,2
317955385579468,Iraniete,These ads ran without a disclaimer,≤100,1
194484237409287,Champ Interior Design,These ads ran without a disclaimer,≤100,1
198364286842423,RSPro,These ads ran without a disclaimer,≤100,1
105320455243672,"Matsue Castle’s main gate, Otemon",These ads ran without a disclaimer,≤100,2
107103774867672,Glamorous Lingnan,These ads ran without a disclaimer,≤100,1
100126212204265,Homebond Properties,These ads ran without a disclaimer,≤100,1
471747686603410,G.R,These ads ran without a disclaimer,≤100,2
114279545092658,The Quiz Collective,These ads ran without a disclaimer,≤100,2
250528638150308,Maria Oliveira,These ads ran without a disclaimer,≤100,1
183375838347482,Percona,These ads ran without a disclaimer,≤100,4
340810536054369,ROUVY,These ads ran without a disclaimer,≤100,1
327115907736300,Asia Global Institute,These ads ran without a disclaimer,≤100,3
264865450568449,ASEAN Observer,These ads ran without a disclaimer,≤100,1
674222436095911,مهدي القحطاني,These ads ran without a disclaimer,≤100,1
100633608141326,Boutique Tendance,These ads ran without a disclaimer,≤100,2
1542919985972196,Feria de Cantón,These ads ran without a disclaimer,≤100,4
103284168729998,Xylem Analytics,These ads ran without a disclaimer,≤100,1
175190969483651,Logincycleclub,These ads ran without a disclaimer,≤100,1
1089268297829539,KSRM,These ads ran without a disclaimer,≤100,2
1434793590124759,Evonomics: The Next Evolution of Economics,These ads ran without a disclaimer,≤100,1
109534787605542,Mohammed Al-Issa محمد العيسى,These ads ran without a disclaimer,≤100,2
110111524665910,adriangdumitru,These ads ran without a disclaimer,≤100,1
224335474975,台灣光華雜誌 Taiwan Panorama,These ads ran without a disclaimer,≤100,1
103590738209058,Maria Clara,These ads ran without a disclaimer,≤100,1
102958012818672,Fun Smuggle,These ads ran without a disclaimer,≤100,2
793541217464814,Cisco Global Problem Solver Challenge,These ads ran without a disclaimer,≤100,1
100853305571,NewBlue,These ads ran without a disclaimer,≤100,1
104757109108151,CasaMama Quilla,These ads ran without a disclaimer,≤100,1
106037038742792,7LuX NFT,These ads ran without a disclaimer,≤100,1
106170661628518,香港V,These ads ran without a disclaimer,≤100,2
220935294654186,DIY.org - The Social Learning App For Kids,These ads ran without a disclaimer,≤100,4
1165715730222155,Consumer Choice Center,These ads ran without a disclaimer,≤100,1
343786409509707,The East Gate,These ads ran without a disclaimer,≤100,3
1176790975683586,LLF LEGAL & TAX,These ads ran without a disclaimer,≤100,1
689120584604911,RelilahShop,These ads ran without a disclaimer,≤100,1
100949305633793,Silent_High Quality113-V,These ads ran without a disclaimer,≤100,2
243369342797722,Sant Rajinder Singh Ji Maharaj,These ads ran without a disclaimer,≤100,6
106162264967935,Coinmarketpedia,These ads ran without a disclaimer,≤100,1
1664959567149320,Wholesome Culture,These ads ran without a disclaimer,≤100,1
210663322282227,Investindo,These ads ran without a disclaimer,≤100,1
911982575636136,The Everland,These ads ran without a disclaimer,≤100,1
105488721840607,ICI Asia,These ads ran without a disclaimer,≤100,1
176104589110851,IEEE,These ads ran without a disclaimer,≤100,3
111096401719569,Colors of Life 色彩．人生,These ads ran without a disclaimer,≤100,3
102343429057864,beYoukie,These ads ran without a disclaimer,≤100,1
122775067736304,POWER magazine,These ads ran without a disclaimer,≤100,2
109030695414,Dilmah Tea,These ads ran without a disclaimer,≤100,1
110322744888755,Trendyspread shop,These ads ran without a disclaimer,≤100,4
373696509649709,Bicycle Booth,These ads ran without a disclaimer,≤100,1
173042916075635,Wee Kim Wee School of Communication and Information,These ads ran without a disclaimer,≤100,1
110822558440660,Brackish Babe,These ads ran without a disclaimer,≤100,1
109384680446893,No Plastic Waste,These ads ran without a disclaimer,≤100,1
103317581242024,Woodoku,These ads ran without a disclaimer,≤100,1
100523895345958,History Lovers Only,These ads ran without a disclaimer,≤100,2
105124144760282,The Arcipe‘s Journey,These ads ran without a disclaimer,≤100,1
106879367768789,Jessica Zang,These ads ran without a disclaimer,≤100,2
106148648799051,Funny News,These ads ran without a disclaimer,≤100,1
1566040593688735,The Fuddhist,These ads ran without a disclaimer,≤100,1
144667456312171,Lumin,These ads ran without a disclaimer,≤100,1
342440449490697,Ceres Policy Research,These ads ran without a disclaimer,≤100,1
116152304722251,Magic1420-03,These ads ran without a disclaimer,≤100,2
110125641990985,MD Babu,These ads ran without a disclaimer,≤100,2
171715089738,Koyamada International Foundation,These ads ran without a disclaimer,≤100,1
1570967143115767,Faith In His Blood . Org,These ads ran without a disclaimer,≤100,2
154085367784537,Interlink Spain,These ads ran without a disclaimer,≤100,1
111327600728798,sureshsundararaj,These ads ran without a disclaimer,≤100,1
106862188248613,World Laureates Forum,These ads ran without a disclaimer,≤100,2
106776778824715,Dengue.com,These ads ran without a disclaimer,≤100,1
104741408445798,Pengkuei Ben Huang Photography,These ads ran without a disclaimer,≤100,3
525421700832365,Protectors of The Wood Adventure Series,These ads ran without a disclaimer,≤100,3
405833093132175,AnySports.yoga,These ads ran without a disclaimer,≤100,1
166999897357124,J. Malik,These ads ran without a disclaimer,≤100,1
1881543645439590,Tech It Out with Yang Zhao,These ads ran without a disclaimer,≤100,11
105433779329693,Johnson Thomas,These ads ran without a disclaimer,≤100,1
113632118491320,Your Daily Quiz,These ads ran without a disclaimer,≤100,3
172822956689352,Light Language DNA Activation with Anca Botez,These ads ran without a disclaimer,≤100,1
287025371680728,ClasseViva - Il Registro Elettronico,These ads ran without a disclaimer,≤100,1
106942452264389,Fashion Globe,These ads ran without a disclaimer,≤100,2
289461001085174,Firmenich,These ads ran without a disclaimer,≤100,1
111951928679082,الإسلام والحياة,These ads ran without a disclaimer,≤100,1
106264467822860,Hongkongs,These ads ran without a disclaimer,≤100,2
105192912210418,Moto Demic,These ads ran without a disclaimer,≤100,1
117592091643709,Tree of Life Ministries｜Evangelism in Israel,These ads ran without a disclaimer,≤100,2
114807996561805,adviice_bett,These ads ran without a disclaimer,≤100,1
100783459405207,Carlos Lima,These ads ran without a disclaimer,≤100,1
120840921262343,ENSA - Edinburgh Napier Students' Association,These ads ran without a disclaimer,≤100,2
106841101951246,Art.4.Ukraine,These ads ran without a disclaimer,≤100,1
106379345078166,Maunge,These ads ran without a disclaimer,≤100,1
115994963577346,Washed,These ads ran without a disclaimer,≤100,1
100123529785565,jaya bersama,These ads ran without a disclaimer,≤100,1
101762962388661,ACE Health Foundation,These ads ran without a disclaimer,≤100,3
130883453634181,QIAGEN,These ads ran without a disclaimer,≤100,1
538493969687244,Visa Premiere Immigration,These ads ran without a disclaimer,≤100,1
200146900023955,American Dream Network,These ads ran without a disclaimer,≤100,1
105593171570419,Roman Reitmаn,These ads ran without a disclaimer,≤100,1
80100802880,MaleSurvivor,These ads ran without a disclaimer,≤100,1
109084044253164,Moms Only,These ads ran without a disclaimer,≤100,1
148983694955203,Historical Odyssey,These ads ran without a disclaimer,≤100,1
107586311767908,Delicacy Estate,These ads ran without a disclaimer,≤100,2
134040489970311,Wärtsilä Voyage,These ads ran without a disclaimer,≤100,1
114061111633501,Mc01-36,These ads ran without a disclaimer,≤100,1
555755224474277,Josefinas,These ads ran without a disclaimer,≤100,1
668479916637069,NES Fircroft,These ads ran without a disclaimer,≤100,2
200838200308940,Sunna Files Website - Global Edition,These ads ran without a disclaimer,≤100,1
946038078791559,The Celebest,These ads ran without a disclaimer,≤100,1
0,Instagram User 4750836841,These ads ran without a disclaimer,≤100,1
250993344769401,Aliosf,These ads ran without a disclaimer,≤100,1
103484301322492,xxarria,These ads ran without a disclaimer,≤100,1
123777792866787,Sustainable Urban Delta,These ads ran without a disclaimer,≤100,4
105672864814790,Ultimate Survival,These ads ran without a disclaimer,≤100,1
1936198036667642,IELTS Writing - Academic & General,These ads ran without a disclaimer,≤100,1
474588795895313,Getafe C.F.,These ads ran without a disclaimer,≤100,2
111754748419398,Cgxdsushop-128,These ads ran without a disclaimer,≤100,1
101432899149374,dxbrealestate1,These ads ran without a disclaimer,≤100,1
100265109304136,Pon Reading,These ads ran without a disclaimer,≤100,1
101241435849797,Tot Reading,These ads ran without a disclaimer,≤100,2
101323751971460,Boycott Myanmar military products and brands,These ads ran without a disclaimer,≤100,1
101512779421553,Global Yo.,These ads ran without a disclaimer,≤100,2
109786070854712,acewithsign,These ads ran without a disclaimer,≤100,1
1488528334755407,Good for Girls,These ads ran without a disclaimer,≤100,1
108924857704478,ЧитРом 02,These ads ran without a disclaimer,≤100,1
2187640864839921,Sarah Alex Muttin,These ads ran without a disclaimer,≤100,1
102970954587876,Gearhomie,These ads ran without a disclaimer,≤100,1
102962195574342,Best App to have fun,These ads ran without a disclaimer,≤100,1
223128041220864,Atchayam Trust,These ads ran without a disclaimer,≤100,1
103292939192000,First day,These ads ran without a disclaimer,≤100,1
121789724227351,Climate and Earth Science,These ads ran without a disclaimer,≤100,1
2081735032045343,Dongfang Electric,These ads ran without a disclaimer,≤100,1
107886432307383,Os romances mais vendidos,These ads ran without a disclaimer,≤100,1
366941060700822,Sinopec in Saudi Arabia,These ads ran without a disclaimer,≤100,5
432780056784267,Jewellery Masterpiece Awards,These ads ran without a disclaimer,≤100,1
104259695118693,Wagging Tail,These ads ran without a disclaimer,≤100,1
104059105842363,China Meets Netherlands,These ads ran without a disclaimer,≤100,1
108760204318047,stephan_walter_,These ads ran without a disclaimer,≤100,1
118378357462,MuseumNext,These ads ran without a disclaimer,≤100,2
105629949125162,2023 FCE 14,These ads ran without a disclaimer,≤100,1
278474965625719,Gambiatv2,These ads ran without a disclaimer,≤100,1
118265831263733,The Yash Approach,These ads ran without a disclaimer,≤100,1
903577146395715,Toronto Centre,These ads ran without a disclaimer,≤100,4
129304317251326,Stories of Jesus in The Urantia Book,These ads ran without a disclaimer,≤100,1
101377855512363,Past Chronicles,These ads ran without a disclaimer,≤100,1
595228627575687,Honest Detailing Reviews,These ads ran without a disclaimer,≤100,1
414646378558039,Mediacorp Corporate,These ads ran without a disclaimer,≤100,3
108607351041275,FAB Group,These ads ran without a disclaimer,≤100,1
100376664724775,Gum Dim,These ads ran without a disclaimer,≤100,1
130369030334301,KidsRights,These ads ran without a disclaimer,≤100,21
115114358138360,Nanjing Memorial,These ads ran without a disclaimer,≤100,1
367649046908008,Growatt New Energy,These ads ran without a disclaimer,≤100,2
102643732395510,"Tongxiang, China",These ads ran without a disclaimer,≤100,1
745249792219635,"Toni Menges - Travel, Gourmet & Lifestyle",These ads ran without a disclaimer,≤100,1
107387517413041,Talk Your Heart Out - TYHO,These ads ran without a disclaimer,≤100,1
135156639833927,United Nations OCHA,These ads ran without a disclaimer,≤100,1
113096554534823,Smart Clean 1206z1,These ads ran without a disclaimer,≤100,1
103176281905890,The American Dream - DV Services,These ads ran without a disclaimer,≤100,1
349843052298284,Coaching UP - International University of Coaching Development,These ads ran without a disclaimer,≤100,1
311757172504322,美乳斋,These ads ran without a disclaimer,≤100,1
1424938757739868,Civil Liberties Union for Europe,These ads ran without a disclaimer,≤100,2
162859113430,JAHF Reach the Brand,These ads ran without a disclaimer,≤100,1
104411942448978,The Quantum Record,These ads ran without a disclaimer,≤100,2
114684098397228,Voracious B.,These ads ran without a disclaimer,≤100,1
215934875104100,Jotun Group,These ads ran without a disclaimer,≤100,1
325210599200,Seoul Mediacity Biennale,These ads ran without a disclaimer,≤100,1
415725088820655,Tone Junkie TV,These ads ran without a disclaimer,≤100,1
639613483170042,The Roads & Traffic Expo Thailand,These ads ran without a disclaimer,≤100,1
1701764600092312,Best Crowdfunding Projects,These ads ran without a disclaimer,≤100,1
104069709032034,Sportzspace - Stories,These ads ran without a disclaimer,≤100,1
117741340022585,Jremdpsster,These ads ran without a disclaimer,≤100,1
1445916698972277,"Solibri, Inc.",These ads ran without a disclaimer,≤100,1
152734735429900,CR,These ads ran without a disclaimer,≤100,2
23155560578,CGFNS International,These ads ran without a disclaimer,≤100,1
104284084795315,equator.id_official,These ads ran without a disclaimer,≤100,1
111119950513327,Solares,These ads ran without a disclaimer,≤100,1
126352624135491,SherpaDesk,These ads ran without a disclaimer,≤100,1
102434796097067,Flow Feed,These ads ran without a disclaimer,≤100,1
100680499084475,GDS Youth,These ads ran without a disclaimer,≤100,1
601314600063506,StoryMatters,These ads ran without a disclaimer,≤100,1
262370800536,CanadaHelps,These ads ran without a disclaimer,≤100,1
294059580748866,Mission Myanmar,These ads ran without a disclaimer,≤100,1
143004103122403,Oficina Inglesa Brasil,These ads ran without a disclaimer,≤100,1
12664262806,"University of Edinburgh, School of GeoSciences",These ads ran without a disclaimer,≤100,2
1625174337613778,Muslim Times,These ads ran without a disclaimer,≤100,1
106625024067099,Blinkde,These ads ran without a disclaimer,≤100,1
78066290984,HCLTech,These ads ran without a disclaimer,≤100,2
105730065774523,Magic1435-05,These ads ran without a disclaimer,≤100,1
67757651619,Playing For Change,These ads ran without a disclaimer,≤100,1
163195383700335,Preventing Bullying,These ads ran without a disclaimer,≤100,1
1686829831567389,SHAHD,These ads ran without a disclaimer,≤100,1
111018968125086,Trust Solar,These ads ran without a disclaimer,≤100,1
192844937480061,The Third Pole,These ads ran without a disclaimer,≤100,3
101604378097884,Awesome Science,These ads ran without a disclaimer,≤100,2
128088483531742,Jojo书阁,These ads ran without a disclaimer,≤100,1
110913397939189,Hotel Royal,These ads ran without a disclaimer,≤100,1
109627618546880,Millions Aircraft,These ads ran without a disclaimer,≤100,1
2462289360489709,"Connie Tey - Sabah Real Estate Negotiator, Mortgage Advisor",These ads ran without a disclaimer,≤100,1
117858778259383,Sonic Ashtanga,These ads ran without a disclaimer,≤100,2
983135718420987,Visit Jiangsu,These ads ran without a disclaimer,≤100,3
423670114403144,Trending in China,These ads ran without a disclaimer,≤100,1
102263001696586,גרין אקדמי- בית ספר מקוון ללימודי קיימות וסביבה,These ads ran without a disclaimer,≤100,1
105962449139113,ChatPod,These ads ran without a disclaimer,≤100,2
102337955630929,香港娛樂城,These ads ran without a disclaimer,≤100,1
1870557336343170,Fazli Salleh,These ads ran without a disclaimer,≤100,1
201705506365327,Revista Semanal Investing,These ads ran without a disclaimer,≤100,1
105794328926903,Hypersonic Aircraft,These ads ran without a disclaimer,≤100,1
199680960084204,邱正宏醫師團隊,These ads ran without a disclaimer,≤100,1
105288095316367,Justin King,These ads ran without a disclaimer,≤100,2
205190646174575,TOAST,These ads ran without a disclaimer,≤100,2
114075096798789,carsonyachts_,These ads ran without a disclaimer,≤100,1
103103012533802,noonootravel,These ads ran without a disclaimer,≤100,1
101648263013563,JQ Sarmiento,These ads ran without a disclaimer,≤100,1
340938672425548,SubZeero,These ads ran without a disclaimer,≤100,1
291197941599,Cow Vintage,These ads ran without a disclaimer,≤100,1
106627942018135,Freelancelzp A,These ads ran without a disclaimer,≤100,1
304092486946248,Eurosoil - Geneva,These ads ran without a disclaimer,≤100,3
101940222827835,Magic1419-03,These ads ran without a disclaimer,≤100,5
102810102487619,Sarah Jones,These ads ran without a disclaimer,≤100,1
167154977630,Südwest Presse,These ads ran without a disclaimer,≤100,1
259040498121782,Design Your Future 生涯成長雞湯,These ads ran without a disclaimer,≤100,1
103252614489947,julianahaliti,These ads ran without a disclaimer,≤100,1
1910956635829127,Career Industry Council of Australia,These ads ran without a disclaimer,≤100,1
102866648484952,ramital.art,These ads ran without a disclaimer,≤100,1
