Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
111256125263683,Fredy Quiroz Vanegas,These ads ran without a disclaimer,17374,4
143459005696764,Sofia Ribeiro,These ads ran without a disclaimer,17354,2
102129364467131,Carlos Felipe Quintero,These ads ran without a disclaimer,17348,4
105265798877266,Sibarita La Revista,These ads ran without a disclaimer,17342,4
103628145566471,James Mosquera Torres,These ads ran without a disclaimer,17335,2
731128153651611,Jorge Hernán Yepes Alzate,Heidy Iliana Melchor Calvo,17327,1
232622871799,Penguin Colombia,These ads ran without a disclaimer,17308,1
108221258498046,Deep Wallpaper-wei-3.21,These ads ran without a disclaimer,17307,1
292907060825197,Lucidious,These ads ran without a disclaimer,17307,4
179407665920,Finca Raíz,These ads ran without a disclaimer,17302,7
110737040658521,Secretaria de cultura de Neiva,These ads ran without a disclaimer,17301,1
105037674767875,Europamente VPN,These ads ran without a disclaimer,17292,1
101898815768121,tuytusombrero,These ads ran without a disclaimer,17292,1
100853921912348,FULL ADS,These ads ran without a disclaimer,17287,13
150058665198282,Crea Idartes,These ads ran without a disclaimer,17278,1
1749076975337065,Semana Educación,These ads ran without a disclaimer,17273,2
1816742365278459,Alameda Del Río,These ads ran without a disclaimer,17262,1
107375835372606,Amer Institute,These ads ran without a disclaimer,17260,1
107040231870127,SobreVerso,These ads ran without a disclaimer,17240,1
100195305874714,margaylodge,These ads ran without a disclaimer,17221,1
441206253346231,El Arcano de la Filantropía #Millenial,These ads ran without a disclaimer,17216,15
663407547606935,ECO BOOM,These ads ran without a disclaimer,17213,1
2120688208235691,Ronal Concejal,These ads ran without a disclaimer,17200,1
109205564011536,Julián Sánchez y Natalia Valdés Vicepresidentes COC,These ads ran without a disclaimer,17200,1
315659968914693,FICEM,These ads ran without a disclaimer,17168,7
100800992695754,Un alcalde chíchero La Voz del Pueblo Orlando mancilla Perez,These ads ran without a disclaimer,17153,1
108061471650955,SoluTec,These ads ran without a disclaimer,17149,5
1914674228658319,Julián Alberto Caballero Franco,Julian Alberto Caballero Franco,17147,1
2309548165928330,Wilson lizcano Alcalde Mutiscua 2024 - 2027,These ads ran without a disclaimer,17144,3
107730981085193,SERGIO VELEZ MUSIC,These ads ran without a disclaimer,17129,1
1126736284004313,Brando Angulo,These ads ran without a disclaimer,17089,1
102799117789648,Raimundo Santamarta,These ads ran without a disclaimer,17072,1
743159109060209,Veronica jimenez florez,These ads ran without a disclaimer,17040,1
182061512544740,Tv Valledupar,Luis Fernando Guerra,17019,1
313323999149928,Oscar Cabrera,These ads ran without a disclaimer,17016,1
506739646019772,Alcaldía Local de Usaquén,Katerin Xiomara Noguera Trujillo,17000,1
107213057753363,Endulzando Sueños,These ads ran without a disclaimer,16999,5
10606591490,TIME,These ads ran without a disclaimer,16978,5
768003509910693,Maquial studios,These ads ran without a disclaimer,16969,1
110181200388308,Julio Restrepo,These ads ran without a disclaimer,16960,2
137663156763584,Edward Varon,Katherine Casanova Silva,16958,2
266114513896090,El Bolivarense,These ads ran without a disclaimer,16950,1
738576422839610,ProDESC AC,These ads ran without a disclaimer,16937,2
102972979350075,Ni el presidente,These ads ran without a disclaimer,16937,1
2435244703465902,Yo decido cómo,These ads ran without a disclaimer,16931,5
103887908475513,Ana María Cuellar,These ads ran without a disclaimer,16921,2
232063300744240,Paraíso Romano Cali,These ads ran without a disclaimer,16904,1
393961804450932,Piscícola Milagro,These ads ran without a disclaimer,16902,1
1531031720547315,"The International Institute on Race, Equality and Human Rights",These ads ran without a disclaimer,16885,1
566062823898840,Papeleria La Coraza,These ads ran without a disclaimer,16881,2
425542070822039,Sandra Ortiz,These ads ran without a disclaimer,16865,1
101812565579888,Jóvenes en Equipo,Maria Camila Munoz Giraldo,16847,1
195799657105195,SEGi University & Colleges,These ads ran without a disclaimer,16838,17
102960962711650,MISOL,These ads ran without a disclaimer,16819,1
110336638100765,El Archivo - Periodismo de investigación,These ads ran without a disclaimer,16813,2
100145278121257,Conexión,These ads ran without a disclaimer,16807,1
2182453095156232,David Mora Pinza - Unidos para Romper Esquemas,These ads ran without a disclaimer,16807,2
468240803965019,Mauricio Bernal,These ads ran without a disclaimer,16807,1
108160641795198,Lengupá Apoya a Carlos Amaya,Nestor Iván Arias Montañez,16807,1
959262087610947,Edwin Castellanos,These ads ran without a disclaimer,16806,1
104628324870920,Resiliencia Juvenil,Verónica Gonzalez Vera,16806,1
106051921405223,Valenty Beauty,These ads ran without a disclaimer,16792,1
169436726938704,Coco Nut,These ads ran without a disclaimer,16730,1
111667684910712,felipeescalonae,These ads ran without a disclaimer,16712,1
155991688368372,YORK América Latina,These ads ran without a disclaimer,16697,1
103960591568992,Rich Patrol,These ads ran without a disclaimer,16693,18
110831477304452,Free Indeed Ministry,These ads ran without a disclaimer,16661,1
834814100016308,Juan José Sarmiento,These ads ran without a disclaimer,16653,2
1471672376258925,Unión de Jóvenes Patriotas - UJP Risaralda,Santiago Cobos Vega,16617,1
116828252330797,Sergio D. Rodriguez,Sergio Rodriguez,16612,1
109730631630562,Apóstol José Julio,These ads ran without a disclaimer,16609,1
101822126249893,Giancarlo Avila Alvarez.,Jose Giancarlo Avila Alvarez,16597,1
346050642176301,Proclama,These ads ran without a disclaimer,16590,3
261715141342733,Movimiento Uniquindiano,These ads ran without a disclaimer,16584,2
110154068221136,Marco Aurelio Quiroga,Cristian Sotelo,16559,4
100810115774527,Medellín joven 2021,These ads ran without a disclaimer,16558,2
113031007026644,noticiauniversal,These ads ran without a disclaimer,16556,1
103289135105600,La Ultima Reforma,These ads ran without a disclaimer,16556,2
109929744040225,Bahía,Juan Felipe Torres Ayala,16541,2
109472987343901,Juan Martín Bravo,These ads ran without a disclaimer,16510,3
495310654257835,Pasimedia,These ads ran without a disclaimer,16510,1
103019531956288,Anti-uribe,These ads ran without a disclaimer,16510,1
344769119523208,Adri Duque,These ads ran without a disclaimer,16505,5
114312161597129,Coronel Juan Leopoldo Varon,Juan Leopoldo Varón,16495,1
101121531700798,Soy Discípulo -Somos Discípulos,Enoc David Ballesteros Arellano,16480,3
1041438449218730,Gustavo Villanueva concejal,These ads ran without a disclaimer,16465,1
199897540054379,Félix Gracia,These ads ran without a disclaimer,16464,2
102343042234981,Neutrino Protocol,These ads ran without a disclaimer,16464,2
924200390931371,Euromotour,These ads ran without a disclaimer,16463,1
104469675341906,alvaroespinel_2021,These ads ran without a disclaimer,16437,1
102527209215235,Most Active,These ads ran without a disclaimer,16423,11
212441682277615,Acuatank,These ads ran without a disclaimer,16419,1
1181588521857104,Alibaba Cloud,These ads ran without a disclaimer,16416,7
107312914469852,Sueñovela leer,These ads ran without a disclaimer,16416,5
151090241951945,Manguito Restaurante,These ads ran without a disclaimer,16395,1
339169390129477,TylaStore,These ads ran without a disclaimer,16394,2
103727635426939,Alexandra Vásquez Ochoa,These ads ran without a disclaimer,16383,1
1079476718840397,Pensamiento Escrito Librería y Café,These ads ran without a disclaimer,16382,1
2250913368305165,Almargenco,Almargenco,16357,5
100389382567718,Movimiento Cívico Willista,William Palacios Valencia,16351,1
524060198083866,Pacto Histórico Bello,Luis Carlos Chavarria Chavarria,16340,1
107690441513400,laderecha_colombia,These ads ran without a disclaimer,16338,4
109169071679354,"Vivir en Quebec, Canadá",These ads ran without a disclaimer,16301,2
308828302829380,Ing. Jimy Monroy,Jimy Alejandro Monroy Benitez,16298,4
395799100530402,Outcoding,These ads ran without a disclaimer,16286,1
105331398306015,Acore 2020 - Asociación Colombiana de Oficiales Retirados,Sebastyan Jaime Morales,16286,2
285896596755,Fight the New Drug,These ads ran without a disclaimer,16275,13
109755664976719,Ginger's Notebook,These ads ran without a disclaimer,16275,3
107132888440282,Investing Artículos de Galería,These ads ran without a disclaimer,16275,10
242242213149923,Unbounded World,These ads ran without a disclaimer,16275,3
158239567537549,Faber-Castell,These ads ran without a disclaimer,16257,1
100467771958172,Tu camino al cielo,These ads ran without a disclaimer,16255,1
105535105418375,Gente Honorable,These ads ran without a disclaimer,16239,1
395946737156161,iPanda,These ads ran without a disclaimer,16230,1
1875879915891712,Laboratorio Internacional de Partículas Elementales,These ads ran without a disclaimer,16228,1
110775711048317,cryptofilia,These ads ran without a disclaimer,16227,3
101023288759405,Pedro Barrera Mesa,These ads ran without a disclaimer,16219,5
107321107746179,Fundación Iberoamericana Mujer Mariposa,These ads ran without a disclaimer,16209,3
103601601990272,Partido Liberal Directorio Buenaventura,Lari Fernando Vasquez Ocoro,16195,2
1102089866560913,Boyacá Noticias,These ads ran without a disclaimer,16189,2
109079048313336,Los Córdobas Con Presente y Futuro,Julia Eva Gomez Ramos,16181,4
105968592088456,Techtegia,These ads ran without a disclaimer,16155,1
105280684938489,KnowledgeVerse,These ads ran without a disclaimer,16134,11
631615040811020,alfonsogenique,These ads ran without a disclaimer,16101,1
2114168915469461,Neurotips,These ads ran without a disclaimer,16101,1
103459328180220,GLW Aesthetic Care,These ads ran without a disclaimer,16095,1
110639128230810,Sаfе Ukrаinе,These ads ran without a disclaimer,16085,1
275470169225154,Embraer,These ads ran without a disclaimer,16084,2
1371355159597817,Amarte boutique,These ads ran without a disclaimer,16075,1
101778755281391,Credi autos neiva,These ads ran without a disclaimer,16053,1
102398645697667,Pacto Histórico El Tambo Cauca,These ads ran without a disclaimer,16041,1
111827148225737,Mauricio Leite,These ads ran without a disclaimer,16038,1
104359798049892,ORP,Rafael Quishpe,16000,1
700560213378743,Edison Beltrán - Rotundo Vagabundo Cundinamarca,El Parche Cundinamarca,16000,4
964725570373813,Política de la Felicidad Jamundí,Hugo Farfán Tabares,16000,1
129531339285512,Juventud con Democracia,Yulian Ernesto Castellanos Daza,16000,1
2193921047591982,Johan Yañez,Johan Dubbian Yañez Ibarra,16000,1
257053004924197,El Nororiental,These ads ran without a disclaimer,16000,1
796134277395174,Luis Francisco Ruiz Aguilar,Tuto Gonzalez,16000,1
102569062383658,José Luis Esparza Guerrero,Jose Luis Esparza Guerrero,16000,1
102550281422614,Litemar Tele,These ads ran without a disclaimer,16000,1
106258608477697,Catalina Verjan - Candidato CMJ 2021 Partido MIRA,Jennifer Garcia Ramos,16000,1
2066123423699483,Popayán Decide,These ads ran without a disclaimer,16000,1
106323658475667,Enmanuel Mayor - Candidato CMJ 2021 Partido MIRA,Jennifer Garcia Ramos,16000,1
476564709519658,Elberto Ariza Barrera,Elberto Ariza Barrera,16000,1
100286512668712,Los Nadie,Elkin Alfonso Calvo Munera,16000,1
497062640468854,Corp Casa del Alfarero,Elkin Zapata Valencia,16000,1
113343030568215,Fabian Monsalvo,These ads ran without a disclaimer,16000,1
1021899691155404,Natalia Leyva Quijano,Natalia Del Pilar Bernal Castro,15998,1
211973582163,Ecolover.life,These ads ran without a disclaimer,15998,2
6115848166,Nature Portfolio,These ads ran without a disclaimer,15994,4
124239537241795,Luis Ernesto Mosquera SUTEV Valle,Andres Fernando Loaiza Barona,15987,3
103214104979984,Muñoz Realpe Abogados & Asociados,These ads ran without a disclaimer,15985,1
100369185125890,proyectospescol,These ads ran without a disclaimer,15970,2
540018229412680,Bulundrún,These ads ran without a disclaimer,15964,1
103257801748854,Sandra Meneses,Oscar Javier Charry Guarnizo,15957,1
109390727443113,Funniest Videos On The Internet,These ads ran without a disclaimer,15947,2
627656154302600,The Agustin Agency,These ads ran without a disclaimer,15947,1
1394686977512346,Frankey & Sandrino,These ads ran without a disclaimer,15946,3
247815465249577,Congreso Judio Latinoamericano,These ads ran without a disclaimer,15912,4
200882364335,Tyndall Furniture & Mattress,These ads ran without a disclaimer,15900,13
574854995990833,Raineer Rodriguez Vargas,Raineer Rodriguez Vargas,15897,1
296844557030145,Juan Carlos Castro,These ads ran without a disclaimer,15894,1
111985210669961,gianni_delia_,These ads ran without a disclaimer,15894,2
1431824383809561,Camilo Torres,These ads ran without a disclaimer,15891,2
103678424306712,𝐕𝐢𝐜𝐞𝐧𝐭𝐞 𝐁𝐞𝐫𝐚𝐫𝐝𝐢𝐧𝐞𝐥𝐥𝐢 𝐂,Omar Hernando Guzman Bernal,15884,1
201664793234354,Soy de Buenaventura,These ads ran without a disclaimer,15877,1
530710437261299,Cúcuta Te Ve por Cúcuta TV,These ads ran without a disclaimer,15876,1
324362870949625,LatinAmerican Post,These ads ran without a disclaimer,15874,5
101926915062691,Crediconlibranza,These ads ran without a disclaimer,15872,1
104001290448389,Mi plata mi futuro,These ads ran without a disclaimer,15846,1
110764418470615,Pomì South America,These ads ran without a disclaimer,15842,1
109804093903496,Miss Rosi Oficial,These ads ran without a disclaimer,15833,10
246929282667878,Diego Vargas Hairdressing,Diego Alfonso Vargas Calderon,15816,2
2212158019003404,Pacho El Hijo de Lia,These ads ran without a disclaimer,15816,1
1052396278177721,Sergio Bravo Cucci,These ads ran without a disclaimer,15808,1
101551662319853,Investing Magacín,These ads ran without a disclaimer,15806,9
173116352738795,Tuluaguia,These ads ran without a disclaimer,15769,1
110132137342445,Alcalde de Medellín Gestión Daniel Quintero Calle,These ads ran without a disclaimer,15768,1
132655577402360,Berta Beltrán,These ads ran without a disclaimer,15763,1
1666123320361253,Berachah Store,Paula Alejandra Castillo Mendieta,15751,1
102978915355156,Oscar Mario Jiménez Ospina,These ads ran without a disclaimer,15749,4
109946634469174,Aya Contigo,These ads ran without a disclaimer,15712,1
114780587319716,Secretaría de Seguridad y Convivencia SMR,These ads ran without a disclaimer,15701,1
1061662977242732,MMA Team,These ads ran without a disclaimer,15697,2
