Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
112014486867932,InvestMaster - המדריך למשקיע הישראלי,These ads ran without a disclaimer,81817,34
251119721945461,אופיר סופר - Ofir Sofer,"ח""כ אופיר סופר",81506,419
979469898759509,יוסי חביליו - Yosi Havilio,יוסי חביליו - Yosi Havilio,81410,327
562900707171914,ליעד אילני - Liad Ilani,"ליעד אילני, ממלא מקום ראש העיר רמת-גן",81178,393
237683826350051,איילת שקד - Ayelet Shaked,הימין החדש,81163,102
377161539406940,רפי סער,רפי סער,80960,242
110917020553426,Ari Shavit - ארי שביט,Ari Shavit - ארי שביט,80852,113
243941715737870,אורית סטרוק- orit strouk,אורית סטרוק,80384,344
189208555041327,המיזם למיגור העישון,המיזם למיגור העישון בישראל,80349,758
1380750675512574,הופקרנו,הופקרנו,80250,213
2027886563888573,סיון גולדברג - Sivan Goldberg,סיון גולדברג - סגן ראש עיריית גבעתיים,80227,148
57400032655,קבלה לעם,"בני ברוך קבלה לעם ע""ר",80148,1249
373759213124752,הזמן הזה,מכון ון ליר בירושלים,79932,44
105275438920642,חדשות גוש דן,These ads ran without a disclaimer,79851,58
155237077282,מגמה ירוקה - Green Course,מגמה ירוקה - Green Course,79824,551
106189508174710,הקרן המשפטית לנפגעי המחדל,הקרן המשפטית לנפגעי המחדל,79481,212
128641160502301,גלובס - Globes,גלובס - Globes,79223,61
885381241499674,Qualita,Qualita,79149,435
169688729720159,המרכז האקדמי שערי מדע ומשפט,Innovate Digital,79034,372
502039876516834,משרד המשפטים,משרד המשפטים,78731,49
972606056257075,שיבולת - הוצאה לאור,סלע מאיר הוצאה לאור,78475,561
355391484325566,פורום חיים,פורום חיים,77847,48
503274483198404,לינק Link 20 - התנועה לקידום צעירים עם מוגבלות,Ruderman Foundation,77394,560
1875843835993252,פיקסמן סוכנות לביטוח,These ads ran without a disclaimer,77331,39
153664638161877,מתן דיל - ראש העיר רחובות,מתן דיל,77022,168
670447859788515,יניב דרי - מחוברים לתושב,Yaniv Derry,77021,461
133593466685177,העין השביעית,העין השביעית,76747,381
100900832922166,אחים לנשק,אחים לנשק-לוחמים ולוחמות במסע להצלת הדמוקרטיה,76618,96
1391699794221980,Гидеон Саар,תקווה חדשה - אחדות לישראל,76146,50
1190225650988464,התאחדות חקלאי ישראל,התאחדות חקלאי ישראל,76082,284
207175656718749,אביהו האן לראשות עיריית חיפה,אביהו האן לראשות עיריית חיפה,75964,162
106021541456343,קארן טל - Karen Tal,קארן טל - Karen Tal,75643,110
112910535448250,תנועת רגבים,תנועת רגבים,75421,200
452342168247343,יוחנן פלסנר - Yohanan Plesner,המכון הישראלי לדמוקרטיה,75261,190
104695977557740,נותנים חיים לחיה,These ads ran without a disclaimer,75137,54
399925850154841,מרכז ישיבות ואולפנות בני עקיבא,מרכז ישיבות ואולפנות בני עקיבא,75078,748
989673217726643,Nitsana Darshan-Leitner ניצנה דרשן-לייטנר,Tomer Nuni,75012,61
104222042357722,آڤي شاكيد لرئاسة حزب العمل  אבי שקד לראשות מפלגת העבודה,آڤي شاكيد لرئاسة حزب العمل  אבי שקד לראשות מפלגת העבודה,74850,32
591336644556900,יגאל וינברגר - Igal Winbereger,יגאל וינברגר - Igal Winbereger,74842,228
1443071125939789,שיחה מקומית,שיחה מקומית,74642,882
101695076033824,מפלגת 30/40,מפלגת 30/40,74046,18
1678753882355496,איגוד העובדות והעובדים הסוציאליים,איגוד העובדות והעובדים הסוציאליים,73860,197
132157380175824,"ח""כ חמד עמאר",חמד עמאר,73478,480
403470203161681,"קרן רש""י - Rashi Foundation","קרן רש""י לצמצום פערים חברתיים",73013,386
161804953943328,Яир Лапид,Yesh Atid,73004,418
304921469636475,סיכוי-אופוק سيكوي-أفق,עמותת סיכוי-אופוק,72425,909
151429721541665,Dan Illouz -  דן אילוז,Dan Illouz -  דן אילוז,72307,1504
1793626270854685,לייזר שייפ - קליניקה לאסתטיקה רפואית Laser Shape,These ads ran without a disclaimer,72299,27
27379374053,איתן גינזבורג - Eitan Ginzburg,מפלגת כחול לבן,72213,410
686234638242071,חיים ביבס,חיים ביבס,71530,98
519587265446919,יוראי להב הרצנו - Yorai Lahav Hertzanu,Yorai Lahav Hertzanu,71428,271
105248544751541,Raz tal,גלי טל,71238,163
212508465430143,מען ארגון עובדים  معًا - نقابة عمالية MAAN Workers Association,WAC-MAAN,71082,442
389810911067075,Наш дом Израиль,ישראל ביתנו,70544,337
128211737213526,Reuven Ruvi Rivlin - ראובן רובי ריבלין,Reuven Ruvi Rivlin - ראובן רובי ריבלין,70424,59
767262423350854,פורום הדיור הציבורי,פורום הדיור הציבורי,70352,143
279418285450558,לשכת עורכי הדין בישראל,לשכת עורכי הדין בישראל,70321,169
523941661039835,שומרים על החיים יחד,באנו לתקן,70220,13
219256864871723,Lea Fadida לאה פדידה,Lea Fadida לאה פדידה,70080,238
206692749419285,עיריית ראשון לציון,Debby&Ron LTD,70060,73
429184557235927,בצלאל סמוטריץ',הציונות הדתית,69944,103
187260441137870,בחירות עכשיו,בחירות עכשיו,69851,63
381101308736950,يوسف جبارين - Yousef T. Jabareen,النائب يوسف جبارين - Yousef T. Jabareen,69787,453
108115348997001,Meidan Barr - מידן בר,מידן בר,69261,814
161648040544835,יצחק הרצוג - Isaac Herzog,יצחק הרצוג - Isaac Herzog,69145,31
205332123261241,Знакомства RusDate,These ads ran without a disclaimer,69064,125
429184557235927,בצלאל סמוטריץ',בצלאל סמוטריץ',68930,29
100948875285149,המפלגה הכלכלית בראשות ירון זליכה,ירון זליכה - המפלגה הכלכלית החדשה,68588,47
100614131548339,"עמוס שפירא - ניהול דרך הראש, הסוליות והנשמה.",Amos Shapira,68513,111
166507180062122,רונן אבניאל - משרד עורכי דין,These ads ran without a disclaimer,68463,7
555898814436639,שישים ואחת,שישים ואחת,68372,201
167888019980565,התאחדות האיכרים בישראל,התאחדות האיכרים בישראל,68266,251
1546772755634761,עמותת  מִפרקים צעירים - Mifrakim Tzeirim association,עמותת מפרקים צעירים,67776,224
100996988606274,כולנו אריה שיף,כולנו אריה שיף,67286,133
105171068049875,WeR1 - הבית לסולידריות חברתית,"הבית לסולידריות חברתית מטעם ענת ואמנון שעשוע בע""מ",67214,240
380816475304653,Yuval zellner - יובל צלנר,Yuval zellner - יובל צלנר,67111,174
100150135880863,תכלית - המכון למדיניות ישראלית,Tachlith,66856,445
104522255714808,אומץ - שמים את כבוד האדם במרכז,אומץ,66806,157
1080637602014117,Real Invest - הבית למשקיע החכם,These ads ran without a disclaimer,66732,33
361464970647064,זהר בלום - Zohar Blum,זהר בלום,66387,175
107872780560920,بيني جانتس,מפלגת כחול לבן,66368,82
414581845222057,פורום המשפחות השכולות Parents Circle Families Forum منتدى العائلات الثكلى,פורום המשפחות השכולות Parents Circle Families Forum منتدى العائلات الثكلى,66352,360
182055351857379,"שח""ם - ארגון השחקנים והשחקניות בישראל","שח""ם - ארגון השחקנים בישראל",66322,183
954415847987172,תעסוקה שווה - פתרונות תעסוקה למעסיקים ולאנשים עם מוגבלות,תעסוקה שווה - פתרונות תעסוקה למעסיקים ולאנשים עם מוגבלות,66082,115
161940843846699,התנועה הרפורמית,התנועה הרפורמית,65274,360
536620677252123,بنيامين نتنياهو,מפלגת הליכוד,64950,11
96070021079,הסוכנות היהודית לארץ ישראל,הסוכנות היהודית לארץ ישראל,64926,293
154763454549808,תנו לחיות לחיות-העמוד הרשמי,תנו לחיות לחיות,64762,180
194200557275526,לשכת העיתונות הממשלתית,לשכת העיתונות הממשלתית,64701,21
2241550506131359,שמואל בוקסר,שמואל בוקסר,64615,220
128753804569169,"עו""ד רחל פרץ גלם לראשות המועצה האזורית באר טוביה","עו""ד רחל פרץ גלם לראשות המועצה האזורית באר טוביה",64600,202
109717378827781,באה בטוב - קרן מקסימוב ברנדס לראשות העיר רמת השרון,Keren-MB - קרן מקסימוב ברנדס,64501,108
114423103807949,פורום העצמאים והפרילנסרים מבית ההסתדרות,פורום העצמאים בהסתדרות,64439,396
1026205664127010,שירה רודרמן - Shira Ruderman,Ruderman Family Foundation,63681,266
271404389601060,Yaakov Hagoel - יעקב חגואל,Yaakov Hagoel - יעקב חגואל,63193,455
101733211966436,"נשות ש""ס כי יש לנו דרך",שס,62948,58
371855757456,Yuli Edelstein - יולי אדלשטיין,Yuli Edelstein,62709,184
468634849844348,עיריית אור יהודה,עיריית אור יהודה,62638,165
179034435458425,פנאי העיר חדרה,פנאי העיר חדרה,62567,243
533100153535400,الهستدروت الجديدة,الهستدروت الجديدة,62526,168
1376946122530211,ניסן בן חמו - Nisan Ben Hamo,ניסן בן חמו - Nisan Ben Hamo,62199,997
112545780592269,מוציאים את מתן מעזה,מוציאים את מתן מעזה,61952,170
308048836418327,הילה שלם והתושבים - רצים לראשות קרית אתא,הילה שלם והתושבים - רצים לראשות העיר,61862,100
1619338854980208,יוסי דגן,מועצה אזורית שומרון,61575,290
302462399897419,המקום הכי חם בגיהנום,המקום הכי חם בגיהנום,61109,328
554133365100479,Mtanes Shihadeh - امطانس شحادة,د.إمطانس شحادة,61036,439
815997888410966,משה פדלון - Moshe Fadlon,משה פדלון - Moshe Fadlon,60525,238
1557652337821071,הרשימה המשותפת,"הרשימה המשותפת- חד""ש, תע""ל, בל""ד",60315,93
246812472905767,הקצביה - עוף נס ציונה,Chen Adut,60288,81
108947345031038,מגזין בראשית,עיתון בראשית,60233,265
189543984502825,משה קונינסקי,משה קונינסקי,60072,308
272234459475504,Ehud Barak - אהוד ברק,Ehud Barak - אהוד ברק,60044,69
1510421915897686,פרופ' שמעון שטרית Prof. Shimon Shetreet,שמעון שטרית,60024,174
1058231934221932,מילואימניקים בחזית,Reservists On Duty,59907,55
110666185245278,יעלה - דרך חדשה לראשות מ.א. מגידו,יעלה - דרך חדשה לראשות מ.א. מגידו,59693,147
310003182800720,עושים חקלאות ישראלית - מועצת הצמחים,עושים חקלאות ישראלית - מועצת הצמחים,59636,189
131431940045440,מפלגת הצעירים של תל אביב יפו,סיעת הצעירים תל אביב יפו,59416,111
1619338854980208,יוסי דגן,המועצה האיזורית שומרון,59383,295
802383866813263,Бени Ганц,Кахоль Лаван,59364,83
421210797920379,מועצה אזורית בנימין,מועצה אזורית בנימין,59329,228
101994281907332,רון חולדאי - Ron Huldai,הישראלים,59211,33
154698021323966,יוזמות אברהם  مبادرات  ابراهيم,יוזמות אברהם  مبادرات  ابراهيم,58988,656
119701661134623,רחמים מלול,רחמים מלול,58661,96
109272817512105,Oatly,Oatly,58231,16
598871756802751,הליכוד תל אביב יפו,הליכוד תל אביב יפו,58010,78
197318587089671,יורם שמעון - Yoram Shimon,Yoram Shimon,57859,156
144221075768853,Eli Mosseri - אלי מוסרי,Eli Mosseri - אלי מוסרי,57701,66
102388968596454,אהבה של אמא,Israel Siton,57636,30
284775634985944,Tamar Zandberg תמר זנדברג,Meretz מרצ,57459,160
225277413994559,תמונת ניצחון,תמונת ניצחון,57172,143
