Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
321901509243687,Top Pop Today Now,These ads ran without a disclaimer,≤100,1
110696744086557,Horror House,These ads ran without a disclaimer,≤100,2
939131572820094,TradingMate.com.au,These ads ran without a disclaimer,≤100,1
102743318766257,Newscomau,These ads ran without a disclaimer,≤100,1
109676608334171,Together for Ukraine,These ads ran without a disclaimer,≤100,5
513154475468041,Jason Hunt MP,Liam Robert Richard Mckinnie,≤100,2
100204756011278,geoyi.art,These ads ran without a disclaimer,≤100,2
105398221190108,Penny for My Thoughts,These ads ran without a disclaimer,≤100,1
824167727674858,Mahoor,These ads ran without a disclaimer,≤100,1
105189744779995,I Am Sorry For Your Lost,These ads ran without a disclaimer,≤100,2
110884161409435,CPS,These ads ran without a disclaimer,≤100,1
105177130846994,Tech In Focus,These ads ran without a disclaimer,≤100,3
109834041155536,Book-fans,These ads ran without a disclaimer,≤100,1
109199990922141,Health & Wellness News,These ads ran without a disclaimer,≤100,14
356336144441710,Dhaka Tribune,These ads ran without a disclaimer,≤100,1
422482604618109,Tony Sievers for Brennan,These ads ran without a disclaimer,≤100,1
102244945612572,Zwinur,These ads ran without a disclaimer,≤100,2
109022724717274,Joyous novel,These ads ran without a disclaimer,≤100,1
116283461059236,Landscapce UK,These ads ran without a disclaimer,≤100,5
106629297526808,Personalized buy,These ads ran without a disclaimer,≤100,1
100738672408911,Magic Lock,These ads ran without a disclaimer,≤100,1
188890111132385,Oxford Academic (Oxford University Press),These ads ran without a disclaimer,≤100,3
106704435335483,Ooksana UK,These ads ran without a disclaimer,≤100,2
127410073972887,Christian Questions,These ads ran without a disclaimer,≤100,2
100488289429887,Ciaiyosi,These ads ran without a disclaimer,≤100,5
65444098113,Give Kids Hope.,These ads ran without a disclaimer,≤100,1
109768134654378,Nesian Wave,These ads ran without a disclaimer,≤100,1
102202384790269,DiFluid,These ads ran without a disclaimer,≤100,2
102282711843395,Save the Manly Ferry,These ads ran without a disclaimer,≤100,2
843073232509829,ConsciousGuardian,These ads ran without a disclaimer,≤100,8
46350942335,Agora Gallery,These ads ran without a disclaimer,≤100,2
109652707482643,Tunierc,These ads ran without a disclaimer,≤100,1
100855936168864,24 News,These ads ran without a disclaimer,≤100,1
105484294767553,Project Hope Rings,These ads ran without a disclaimer,≤100,4
114866079891340,Trivia.com,These ads ran without a disclaimer,≤100,2
286148318924709,JourneyRanger,These ads ran without a disclaimer,≤100,1
1737615256533829,Queensland Collective for Inclusive Education,These ads ran without a disclaimer,≤100,1
318030015303953,Алина Тестикова,These ads ran without a disclaimer,≤100,1
101527981647686,Clotheshorse,These ads ran without a disclaimer,≤100,1
101262045376578,mission2030_youthsummit,These ads ran without a disclaimer,≤100,1
105612158505742,Familylmt Store 365,These ads ran without a disclaimer,≤100,5
104707314737086,It’s That Gay Chef,These ads ran without a disclaimer,≤100,1
1415953441956155,Orbex,These ads ran without a disclaimer,≤100,2
270200326375553,Transitions Film Festival,These ads ran without a disclaimer,≤100,1
103139911711728,Affirmations Love,These ads ran without a disclaimer,≤100,1
110884171429180,Bamboolikes,These ads ran without a disclaimer,≤100,4
1754155044843551,Yogurt in Nutrition,These ads ran without a disclaimer,≤100,2
1908226642825741,Щербаков Данил,These ads ran without a disclaimer,≤100,1
100380268833174,Gagarin News,These ads ran without a disclaimer,≤100,4
64579042740,Barron's,These ads ran without a disclaimer,≤100,3
166774108410,Lilongwe Wildlife Trust,These ads ran without a disclaimer,≤100,1
1947525322184514,One Fair Wage,These ads ran without a disclaimer,≤100,2
112615991094648,Solar Energy Tech101,These ads ran without a disclaimer,≤100,1
105695945098473,Cass Evans - Your Future Ignited,These ads ran without a disclaimer,≤100,1
124545280124,Mike Dooley,These ads ran without a disclaimer,≤100,1
105191898010108,Романов,These ads ran without a disclaimer,≤100,3
102075271310440,Solar and Batteries,These ads ran without a disclaimer,≤100,1
105022358407570,mycorporatehell,These ads ran without a disclaimer,≤100,1
7518003955,HR Nicholls Society,These ads ran without a disclaimer,≤100,1
312104895552275,Neil Marks LCC Councilor/Broadcaster/Writer/Voiceover/Marketing/Motorbikes,These ads ran without a disclaimer,≤100,1
101808162590329,OPSWAT Academy,These ads ran without a disclaimer,≤100,1
196939900393519,Traveling Lifestyle,These ads ran without a disclaimer,≤100,1
104375027804028,Wings and Roots Art,These ads ran without a disclaimer,≤100,1
1675048069429227,"Sketches, comics, and fuzzy feelings",These ads ran without a disclaimer,≤100,1
115889750105662,Lera,These ads ran without a disclaimer,≤100,1
112498957731101,Paint by number deals,These ads ran without a disclaimer,≤100,4
103207308112915,Марш Жінок,These ads ran without a disclaimer,≤100,1
101114488135099,KT Uni Nine,These ads ran without a disclaimer,≤100,1
100556056221650,Frivolous man,These ads ran without a disclaimer,≤100,1
1444649565807745,Artists in Business,These ads ran without a disclaimer,≤100,1
101564252710516,Libecampus,These ads ran without a disclaimer,≤100,2
2113378002122103,Myella Group - Believe & Achieve,These ads ran without a disclaimer,≤100,1
138221612869855,Hideaway Bins,These ads ran without a disclaimer,≤100,3
106268838213162,DressyContent,These ads ran without a disclaimer,≤100,1
110976004979246,Brollie Brigade,These ads ran without a disclaimer,≤100,1
112047080209948,Save Currumbin,These ads ran without a disclaimer,≤100,1
1860684820880112,Mina Guli,These ads ran without a disclaimer,≤100,4
107185070827486,Bookey APP,These ads ran without a disclaimer,≤100,2
111787868018880,Viukvon,These ads ran without a disclaimer,≤100,5
104351194526729,Trivia Star,These ads ran without a disclaimer,≤100,15
201391173206753,UTS Engineering Society,These ads ran without a disclaimer,≤100,1
2105282853034895,Art.sy,These ads ran without a disclaimer,≤100,1
1235892683097754,Banyule Ratepayers Action Group - BRAG,These ads ran without a disclaimer,≤100,1
865306197175665,Suzanne Harrison,These ads ran without a disclaimer,≤100,1
705087036537199,ISAN Education Hobart,These ads ran without a disclaimer,≤100,1
112362212810964,20 Metre Trees,These ads ran without a disclaimer,≤100,1
526887920976655,Bright - English for beginners,These ads ran without a disclaimer,≤100,3
109622977965831,BWTF Podcast,These ads ran without a disclaimer,≤100,1
103061312354447,We Stand with Ukraine,These ads ran without a disclaimer,≤100,4
104777334665856,RCCG Australia,These ads ran without a disclaimer,≤100,1
713415765663683,Grassy Plains Network,These ads ran without a disclaimer,≤100,1
105548031768,Novo Nordisk,These ads ran without a disclaimer,≤100,1
348273731863677,The Bush Tele,These ads ran without a disclaimer,≤100,1
1064864030227096,Goodly Gosh,These ads ran without a disclaimer,≤100,5
1609674099304821,Socialism Conference Australia,These ads ran without a disclaimer,≤100,1
102316808811767,ktl_poke,These ads ran without a disclaimer,≤100,1
101658439139885,SPL,These ads ran without a disclaimer,≤100,1
101099148467660,BookMad Promotions,These ads ran without a disclaimer,≤100,3
106993588455839,Crop Collective NFT,These ads ran without a disclaimer,≤100,1
357244851400,Australian British Chamber of Commerce,These ads ran without a disclaimer,≤100,2
106088771057612,Haystacks Solar Garden,These ads ran without a disclaimer,≤100,1
8888079365,Hayley Sales,These ads ran without a disclaimer,≤100,1
100372965583571,佛系股評,These ads ran without a disclaimer,≤100,5
110544031660373,Enjoy Love Story,These ads ran without a disclaimer,≤100,3
101393076133800,Solar Saver,These ads ran without a disclaimer,≤100,2
434462386737992,Zonta Club of Tamworth Inc.,These ads ran without a disclaimer,≤100,1
102903011666899,AE Global Tasmania,These ads ran without a disclaimer,≤100,1
358299114248443,Hobbs Group,These ads ran without a disclaimer,≤100,1
113337944884292,Mitchell McDonnell,These ads ran without a disclaimer,≤100,1
107009888574531,Alexander Heights Early Learning Centre,These ads ran without a disclaimer,≤100,1
113569633729243,Cardinia Councillors Expenses,These ads ran without a disclaimer,≤100,1
1443789595662375,Mark Latham's Outsiders,These ads ran without a disclaimer,≤100,2
1570821646570023,Sixth Tone,These ads ran without a disclaimer,≤100,1
643233172500477,Barwon Community Legal Service,These ads ran without a disclaimer,≤100,1
117533088812101,Life on the Line Podcast,These ads ran without a disclaimer,≤100,1
101317512074173,Art by Liverbird.Ali,These ads ran without a disclaimer,≤100,1
435087400628061,The Truth of an Aborigine,These ads ran without a disclaimer,≤100,1
150864885630564,Mountain Culture Beer Co,These ads ran without a disclaimer,≤100,1
100216375687300,Operation Drop Bear,These ads ran without a disclaimer,≤100,1
107066565174883,hightidelowtideau,These ads ran without a disclaimer,≤100,1
100992359304011,Adopt A Tree,These ads ran without a disclaimer,≤100,1
8904757809,Progress,These ads ran without a disclaimer,≤100,1
103053915672806,In The Middle HR,These ads ran without a disclaimer,≤100,1
132193127467261,Central Coast Industry Connect,These ads ran without a disclaimer,≤100,1
113477257596166,onthemoveremovals,These ads ran without a disclaimer,≤100,1
378655488959861,Venom Prison,These ads ran without a disclaimer,≤100,1
109822885273085,IronPanda,These ads ran without a disclaimer,≤100,2
121088411241146,Wiley in research,These ads ran without a disclaimer,≤100,5
102200374595733,The Latte,These ads ran without a disclaimer,≤100,4
418405045415495,Bundaberg - Solar Project,These ads ran without a disclaimer,≤100,1
276342472469148,Axis Performance,These ads ran without a disclaimer,≤100,2
120649827966749,Autism Tasmania,These ads ran without a disclaimer,≤100,1
108116994092820,"Sorina Grasso - Councillor for Dinsdale Ward, Knox City Council",These ads ran without a disclaimer,≤100,1
104643758069497,Cardinia-election Facts,These ads ran without a disclaimer,≤100,1
194395087237703,Bumma Bippera 987fm,These ads ran without a disclaimer,≤100,1
100218332756680,Certain Tees,These ads ran without a disclaimer,≤100,1
100406315439609,The Iconic Education and Migration,These ads ran without a disclaimer,≤100,1
603035600113422,Pratibha Sharma,These ads ran without a disclaimer,≤100,1
108917579803301,The Loft by Studio Samsara,These ads ran without a disclaimer,≤100,1
228607891050127,The Small Business Party,These ads ran without a disclaimer,≤100,1
103898341542555,Real Talk.,These ads ran without a disclaimer,≤100,1
271661402709,Holroyd Rangers Soccer Club,These ads ran without a disclaimer,≤100,1
103394065681133,Mrslarch-store,These ads ran without a disclaimer,≤100,11
227160244510020,Francesca Alderisi,These ads ran without a disclaimer,≤100,1
406094786641632,Salt Real Estate,Salt Real Estate Pty Ltd,≤100,1
102393405146560,Brain Labs Australia,These ads ran without a disclaimer,≤100,2
1162426167101299,Cherish Life Queensland - Gold Coast Branch,These ads ran without a disclaimer,≤100,1
396892470373821,Tulloch Wines,These ads ran without a disclaimer,≤100,1
107208521029201,Tilly Living,These ads ran without a disclaimer,≤100,1
152638985288643,The Femmune,These ads ran without a disclaimer,≤100,1
110179771699504,因為愛所以革命 Love in the Time of Revolution,These ads ran without a disclaimer,≤100,1
1218391414977438,Village Social,These ads ran without a disclaimer,≤100,1
102220140457641,Financial Emigration South Africa,These ads ran without a disclaimer,≤100,5
761109064021757,David Celley,These ads ran without a disclaimer,≤100,1
1531111626979702,Bureau of False Statistics,These ads ran without a disclaimer,≤100,1
129510534508137,Canberra Foot and Ankle Clinic,These ads ran without a disclaimer,≤100,1
713760425372577,Ambrose Treacy College,These ads ran without a disclaimer,≤100,1
423604137668817,Soupees,These ads ran without a disclaimer,≤100,1
100866422230743,Palestine Activism Collective,These ads ran without a disclaimer,≤100,2
100690525857085,Ditch3,These ads ran without a disclaimer,≤100,1
134521216580572,The Entourage,These ads ran without a disclaimer,≤100,2
410559679489491,108 Sportif,These ads ran without a disclaimer,≤100,2
104705191665439,OneCapz,These ads ran without a disclaimer,≤100,1
113079777106683,Don’t follow,These ads ran without a disclaimer,≤100,3
121390137920954,Parks Victoria,These ads ran without a disclaimer,≤100,2
1938679559532212,Pharmacy 4 Less,These ads ran without a disclaimer,≤100,1
107757111555986,NaNZ Kiwi Kitchen,These ads ran without a disclaimer,≤100,2
101209152168040,The Social Blueprint Inc,These ads ran without a disclaimer,≤100,1
292907060825197,Lucidious,These ads ran without a disclaimer,≤100,11
